,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
566,0.108814367066224,0.1088126775117258,0.9455938301995868,0.6373974720203086,0.9508840858216216,0.4062991057539156,0.0288303631097086,0.0017134932078893,0.0404341219339631,0.3071357748497634,5
1923,0.1677851456813719,0.166718139508159,0.916747630863242,0.358731557101628,0.9696094233252012,0.128718901853111,0.0023646112252521,1.1339255851971134e-05,0.0025055533330941,0.0501371966854756,3
332,0.2611391747776259,0.2237910218385168,0.8916948259599397,0.2989056258435275,0.970415810667006,0.0894563252265951,0.0346099329433831,0.0005917886727631,0.0233578665518955,0.420366641860573,3
1503,0.1247901937606024,0.1212146785138148,0.9397483180875604,0.3615883395447314,0.9777589517227968,0.130800829299194,0.0402428545582415,0.0015535255727684,0.0384531647441965,0.3893234556591218,3
2039,0.1505483402882099,0.1502720537804668,0.9248916017605407,0.53680754413671,0.9454911537791856,0.2881852757478389,0.0770700111707518,0.0068397589207035,0.0817782836885846,0.5184140499505596,2
1544,0.0724589786625563,0.07244529358723,0.9637786845609952,0.6181736606159199,0.9365457451462682,0.3821636730338986,0.3427013809703355,0.1745903231923701,0.417250402020299,0.6282668214233034,3
1792,0.0916168629731956,0.0914211902924277,0.9543089721218628,0.3979729809779481,0.9946824751984228,0.1583945951694271,0.0052606652946761,4.423209377464303e-05,0.0057197009705654,0.114633552590614,5
1663,0.2864278692051534,0.2429225066573492,0.8827760468567316,0.2264017407311114,0.9880261658445731,0.0513113749743071,0.04854603638353,0.0009489943762513,0.0298390413115029,0.5739935643857746,3
1573,0.3974764140854359,0.3400606629656604,0.8356605866258664,0.3233237691616236,0.9301630867229812,0.1051938037759464,0.0049418272275553,3.394146770027448e-05,0.0049048058815118,0.0985185141004623,1
1835,0.1871047912684137,0.1855983771895287,0.9073509638321724,0.4545509262937146,0.9235219797981464,0.2066675966618386,0.0367982652272634,0.0015915199235307,0.0389325634482317,0.3601200621050856,1
1269,0.1041610928861086,0.1039887091722433,0.9480227571930602,0.4174512316343643,0.981109959237224,0.1742822701388845,0.321794638861858,0.1089397693324319,0.3293818916961464,0.6638314147248812,1
1524,0.2673997759897882,0.2402114040022392,0.8825416336708442,0.4177898235432724,0.9536786740172069,0.1747013748196378,0.0099920532760627,0.0001408075323986,0.0109068853363597,0.2187810359219756,5
1069,0.170721914340022,0.1653139620071979,0.9178804632512316,0.2957238629478856,0.9868023714168774,0.0874852824070956,0.0284811844658231,0.0006760990734599,0.0250334034194455,0.4033768497322876,4
2079,0.1340730022731587,0.1329031260742574,0.9336650808454204,0.3919083008270125,0.9672732192702912,0.1536189759269903,0.1030457774746814,0.011449192875744,0.1060995794258427,0.4555652518818304,1
1325,0.5643054585500747,0.4264894885473071,0.8002460910355464,0.255310562759848,0.9292441137504184,0.0654947817939242,0.0229370316605988,0.000294654240397,0.0161981945488609,0.3301750846906366,4
643,1.3464636734781978,0.75341783891918,0.6787795665407648,0.2633101569259197,0.7149691924885643,0.0694842942425233,0.0154931995800893,0.000171554470696,0.0121357249751598,0.2461098521918685,1
113,0.2435898403304633,0.231963287892616,0.8851760166828438,0.3917580033807034,0.9142545343929844,0.1536260799827781,0.0438243977728139,0.0024459452671103,0.0485024103620501,0.3709586002565195,3
949,0.1074337543784769,0.1072736788817112,0.9463791681088212,0.4398540581630696,0.9698244290536208,0.1934929361382972,0.0819317104696421,0.008098580869874,0.0890744529315922,0.4717549078477162,3
2140,1.0554605730566724,0.5583249484917342,0.7657780338062152,0.3069408866410713,0.8254840979947424,0.0943423569231328,0.0605716610204541,0.0027711031071532,0.0516897806244258,0.4574012642152064,1
1221,0.4772707214425643,0.3746916707813355,0.8226947635661785,0.2835744764366768,0.918879505759036,0.0806435675406737,0.0321319758555208,0.0006932527783933,0.0253612785742288,0.3706673664387678,3
1606,0.2246716840954944,0.2215549730920537,0.8895341845543171,0.3885690104380707,0.9206397944544776,0.1513000525108543,0.0050475646553099,4.529513466736814e-05,0.0057983289871956,0.1160588865368042,4
2092,0.1577070165060648,0.1560703964901632,0.9221284637565088,0.4142305275487735,0.9453456064525344,0.1716572243397058,0.0427838071393034,0.0026157473861658,0.0501916581663248,0.3463719698427315,3
732,0.2793930766211114,0.2725492737419664,0.8644080791600854,0.3188795956838354,0.9445495144176772,0.1018241973080817,0.0168015516456851,0.0002318994174271,0.0142627780682595,0.2883356240789418,3
1427,0.3346088987833314,0.3048998942305699,0.8505179757669292,0.2858340490049808,0.9592943562507744,0.08190971194896,0.0072052674163279,4.178332556288191e-05,0.0055349867703438,0.1122654055494683,3
494,0.1385798935385581,0.1380901521279125,0.9310037739148416,0.5635414323975434,0.8572849118515589,0.3176958770850916,0.0488350914190963,0.004256494765337,0.0643012224599675,0.351238255276261,3
815,0.232541076640363,0.2084092413942008,0.8981756998840451,0.3148135330285052,0.966716441112955,0.0991947013561121,0.0639837718551923,0.0032480520137776,0.0560438626395986,0.4307460614596616,3
1228,0.3006136316838749,0.2430741757242777,0.8839715641940464,0.2628430932839662,0.9805171505237628,0.0691513681745353,0.3128703402068438,0.0511771778755077,0.2254407865655852,0.8315117470515255,3
1788,0.1175633248325078,0.1053089420405534,0.9485301077764984,0.3708343264032924,0.9830888479241306,0.137531377185924,0.0971101255468504,0.0115791130195555,0.1067055521249866,0.4244831049381466,1
2089,0.2409835239113853,0.2232547310599174,0.8901206090335377,0.3353176424461502,0.970980108331909,0.1125072599030268,0.1411573686260755,0.0175153233312873,0.131468930072005,0.6274869806210532,1
1586,0.3707991569004905,0.3266732616584187,0.8409872226296735,0.2722121376347443,0.9563126894067464,0.0741921505085495,0.0041121390607411,1.7559705596967846e-05,0.0033010098939114,0.066763224831793,2
2143,0.2394527365954115,0.2221671558268494,0.8906304335073071,0.3329343911980331,0.9635037350977016,0.110934966328542,0.0229370316605988,0.0005112087367889,0.0216409469519183,0.364153621171438,1
1505,0.3730619808758509,0.297866770885138,0.857781004526706,0.366461600083564,0.906888595207966,0.1344410310028517,0.0284811844658231,0.0010528589617011,0.031481898377059,0.3308056494562161,1
491,0.1429807003280532,0.1409691375090395,0.9297119436922944,0.4056109448864732,0.9700224930344428,0.1645615007626082,0.1178114302989761,0.0181080144226861,0.1336916707907688,0.5024559556790692,1
1256,0.0740617280700385,0.0740570724641651,0.9629719293285048,0.4096197476401479,0.9820545841870274,0.1678069366946468,0.2653142148616379,0.0619353095527426,0.2481078663328789,0.5413375445708932,4
1492,0.2120033543744782,0.1718885353718919,0.9179419146697952,0.4219595330732458,0.9647442893082,0.1780731756458088,0.0492525334851294,0.0040040331019007,0.0623350869905472,0.3253219966512314,1
722,0.3731017427944432,0.2515924655695734,0.8855449209045076,0.3416285242929744,0.941082782944398,0.1167684466906898,0.0115922759804203,0.000155780949718,0.0115203737222176,0.2316643925069798,5
1628,0.3719949275936728,0.2824230862487818,0.8668739056891442,0.2347462301415014,0.9838183958269702,0.0551389153657916,0.0016395397924804,3.4145905345406807e-06,0.0010951026851639,0.0222725671724707,3
1936,0.3360437751974664,0.3088258730597166,0.8482980704834854,0.2815640375187924,0.9585157222974868,0.0794546971181416,0.0255555278105454,0.0002932226173686,0.01615647367989,0.3314471459979199,3
552,0.3009435275413858,0.2553753326721968,0.876656683114722,0.2689945131969209,0.9765743452635828,0.0723835811144992,0.0271021634841486,0.0004481113440905,0.0201997462730407,0.4106704889444827,2
879,0.2899704927910222,0.250583459851139,0.8785841299700626,0.4400848644568942,0.8722975657613427,0.1937807101334584,0.0256884111563597,0.0008674752200605,0.0284856154037412,0.298941575892034,1
336,0.4637600953144798,0.3340207832280747,0.8451630277564225,0.3729599966533189,0.9191109186144122,0.139347997217065,0.0059765481713482,6.144700022213772e-05,0.0068974513041237,0.1380895553232427,5
718,0.1634538189476384,0.1622350573178619,0.9189974623314614,0.4445921459309592,0.9486653023075128,0.1977322940805758,0.0932631905406153,0.0079587231453922,0.0882932719124971,0.4685865612770268,1
532,0.3896515717100296,0.2868056655609277,0.8661109960469175,0.2943265824039411,0.952790490589138,0.0867345123473208,0.0115358366562134,0.0001132432979661,0.009685948590076,0.1958380855546054,1
1562,0.1210591537311029,0.1164599674714233,0.942210202187601,0.530886788965093,0.9572845263581392,0.2818891914950342,0.0555361896661747,0.0071727782725248,0.0837695764232143,0.2903565893187263,4
1602,0.233229648971922,0.2252457882885464,0.888167638483772,0.3095530164219288,0.964038816317174,0.0958989821150455,0.0669159958556848,0.002636155556892,0.0503909487676213,0.4817607707124123,3
1252,0.2225061309025171,0.1505342931894605,0.9312068555657876,0.3958453642722166,0.9651043988566336,0.1567168121280768,0.1057626404941771,0.0123004454007469,0.1100098435989777,0.4268921839297659,4
873,0.2469967855174265,0.2258139726742857,0.8891542748134975,0.3690912696652288,0.947332961887326,0.1362880341353846,0.0772968000530052,0.0065206141014026,0.0798239384087307,0.4240420005589266,1
356,0.1483848965520221,0.1465789580914361,0.9268907673078464,0.3544896597073544,0.9819514633880037,0.125749139405741,0.0219189786288721,0.0004126155683715,0.0193442002966624,0.3293538803211075,1
2053,0.1192996146417618,0.1184502130505282,0.9408596596320308,0.4977973307820624,0.9787226276309938,0.2478275546551125,0.3325393418331115,0.124421691023436,0.3520791251715767,0.7180906299481478,6
2038,0.262364112589347,0.246078544913778,0.8785607415390366,0.4307120533973143,0.8751926502808263,0.1857380458486711,0.0209052340497345,0.0005651788021427,0.0228045792575646,0.2776923400507399,4
583,0.1719941863230495,0.1697487866388135,0.9153488078600795,0.3364517972042374,0.9723301965663438,0.1132639061543352,0.0751520673390453,0.00340767033535,0.0574286227041605,0.4964019226797767,3
2241,0.173237443460314,0.1716667841913844,0.9143236738312004,0.3627577222661062,0.9671848662320948,0.1316501879777317,0.0113742425010957,0.000113873061669,0.0097153943824397,0.1963060146248431,3
1802,0.5674996093874898,0.3489307822996941,0.8456250723061193,0.4031519907728876,0.874360068327801,0.1626301872872925,0.0174351758320466,0.0004562242556357,0.0203904892891475,0.2751685251932612,1
2164,0.1154004354542532,0.114703731203645,0.9427176826645888,0.4842438097619007,0.9637759199570364,0.2345387735752586,0.0753173073977185,0.0072606047635765,0.0842869899384719,0.4074352069819524,3
1734,0.1625428262598267,0.1622551625453917,0.9189011850987476,0.3634218098343865,0.9705320024985364,0.1321584172485913,0.0087395175330258,9.581078663126184e-05,0.0088359797399184,0.1775486843196923,3
65,0.1199889764390582,0.1197692435562427,0.9401372908493189,0.3242835460451286,0.989947455432756,0.1051757564152603,0.1333242883673843,0.0112522501110842,0.105174406452159,0.6088556118710438,4
1962,0.128965201978826,0.1223531393769883,0.9394525109593732,0.4564937210198803,0.9467710796473264,0.2084246786645801,0.0503400043378771,0.0038572245628528,0.0611631812462783,0.3781480449399726,1
111,0.4256207186324482,0.3259979212980041,0.8466050659704913,0.4748651354375919,0.8045611935243231,0.2261007911000948,0.0040192926097991,5.5613441117773125e-05,0.0065190039865775,0.1297455407266493,4
2098,0.0906649109167434,0.0906527322880012,0.9546748517188736,0.4710294324509904,0.962096627844548,0.2218889146828717,0.3475937038033872,0.1626130962770856,0.4026487263258371,0.5872444356417653,3
1257,1.2678710506299455,0.7668160114714897,0.6646066298660817,0.2126122155292532,0.8092547516153163,0.0452958960175589,0.0021713701922527,4.455829215899695e-06,0.0013293663738801,0.0272156332680088,4
1698,0.1372592361512261,0.1345719511535595,0.9329782097475005,0.4234521757616837,0.9550132440093791,0.179390887550136,0.1646785698679454,0.0383333952319999,0.1949757014545093,0.5241351785372772,3
1512,0.2025973074421689,0.1729464478522701,0.9164015134947334,0.4396984805658774,0.9449623738183346,0.1935274631835698,0.0292205194527139,0.0014266973094361,0.0368089237889238,0.3344800396355299,4
448,0.5589154613057625,0.3335708969325237,0.8534790250857365,0.3650021680190888,0.8789344983674869,0.1333922623665898,0.0589299690084105,0.0037558764702757,0.0603411070705508,0.3579407328094265,1
1967,0.1385601084807319,0.1298190799343523,0.9359330627410656,0.3602271896010218,0.9739182550766752,0.1298174527638059,0.0368508524678538,0.0011392155208257,0.0327870878766624,0.4455051858244768,5
1604,0.1542944530795245,0.1527151423571686,0.9237967975172876,0.4517876410042832,0.932379643007148,0.2041730354325623,0.08391073632573,0.0115736287281847,0.1066800412563521,0.422128924097392,3
1632,0.0976401843710636,0.0970577399690011,0.9515291971700464,0.5070054364733692,0.9502492695008372,0.2571327538178145,0.0337077035819245,0.0016830752527703,0.0400647974856532,0.3069700112216401,1
2155,0.3752183829787234,0.3167470543735226,0.847288908868171,0.2874609071262104,0.9583590234554872,0.082708188696115,0.0079060272370709,4.932217883421062e-05,0.0060883004216056,0.1234887659031512,2
1793,0.1665287412088825,0.1651171439712366,0.9175813563427918,0.3606762156583585,0.9642820368519134,0.1301522723118712,0.1325741063016645,0.0179770265841723,0.1332036021181556,0.52571269013298,1
454,0.1810449774930174,0.1787992584724978,0.9108242937862234,0.2699637562664336,0.9885572724418727,0.0728994696772328,0.0147244176661194,0.0001458421735172,0.0111166263886807,0.2258044988863466,1
1231,0.2341184026409935,0.2099442959994723,0.8973938262578771,0.3025557113769594,0.9750352333782272,0.0915941401815782,0.0284811844658231,0.0007090753559783,0.025660137725493,0.3372366519830659,3
475,0.2532584581329966,0.2302955226131395,0.8871192551610773,0.3147625546502308,0.9658780572064074,0.0991686662515537,0.1140254954816643,0.0100865574522465,0.0995241853863698,0.562069749237041,3
685,0.1700036982254986,0.1600901184873708,0.920938544178729,0.3595993036831397,0.9653014767848572,0.1293562324041743,0.2042762967885238,0.037112687329121,0.1918299318244039,0.6727990130529972,3
592,0.477968520196064,0.3562919990724545,0.8336541365481906,0.3329634127439749,0.892400133413814,0.1112129267590845,0.0904531442789863,0.0080994557874851,0.0890793185005654,0.5170571266017774,1
1922,0.1154020649366005,0.115323786786896,0.9423459344215224,0.4077853726658822,0.9699558742045088,0.1663087994247749,0.3400293806551258,0.1322631319338866,0.3630355768564058,0.6108850015359631,2
439,0.541553000202614,0.402315249586602,0.8125361117591356,0.2807645407735912,0.9313417314129284,0.0789547764823754,0.0284811844658231,0.0006076933064455,0.0236826469827556,0.3263866676882737,1
376,0.3199309493711927,0.2815926577395748,0.8629910703892683,0.2733295021103565,0.975280312155432,0.0747599765709373,0.0582457281852737,0.0022701441555036,0.0466905003416012,0.4279718460834008,3
878,1.1727320758733093,0.6325163024594842,0.7326173773737262,0.2823682688182363,0.7770330025957012,0.0799144896387786,0.0497628682134306,0.0015913854679596,0.038930877081584,0.4625683488610992,3
298,0.8768157206278213,0.5167100298897376,0.7747227657954769,0.270751313245168,0.8893424578409157,0.0734803138984012,0.0211110985611889,0.0003213626426215,0.0169587924594339,0.2599850740279494,1
1274,0.6535638223949127,0.4667192380337349,0.7847100940672173,0.3255416066726711,0.8363193806340297,0.1061333717375354,0.0240657127913315,0.0005342799015403,0.0221455327717399,0.3101269467803855,1
1507,0.2102273019958613,0.2048220940872782,0.8981285799824118,0.4007970887028962,0.920002900730154,0.1608206225738118,0.0227807775102213,0.0005718997723763,0.0229455314314682,0.3081972894832682,1
1623,1.227057465775231,0.7110699993678027,0.6935101007521456,0.2112129412307338,0.8925008061009625,0.0447270578771314,0.0056372500047029,1.6300317704029683e-05,0.0031522401806406,0.0651367613918477,1
1559,0.437387254183458,0.2942960529930757,0.8656668232112816,0.5081089541868455,0.9120623629220695,0.258276021756892,0.0145052976338186,0.0005236175128887,0.0219137174893223,0.1804719686668933,5
1870,0.1793326711299711,0.1512045587341011,0.9270169866816728,0.3469516738260778,0.974349955320452,0.1204387829916143,0.0281943170842545,0.0008202566012497,0.0276724761003493,0.353630372392798,3
1935,0.2164874060973967,0.1973302119105437,0.9030940573291624,0.4139616190983026,0.9298546223154908,0.1714907986278323,0.0069614524753023,8.595358405537886e-05,0.0083211783133799,0.1665187602240769,3
41,0.2467466445240713,0.2309672811753071,0.8860895327230126,0.3691680728372254,0.9359308079107516,0.1363572652935372,0.0235696192588156,0.0005139550173049,0.0217015981047827,0.2720899635118468,1
38,0.1076427866068389,0.1045287193292239,0.9480073520125588,0.4134342758380633,0.97099282952813,0.1709651168843634,0.263759936501527,0.1044127911747516,0.3224443272470748,0.5495633100909252,3
140,0.1396437573342206,0.1390694868006771,0.930522426191458,0.3153928254120451,0.9880042645997532,0.0994851594803059,0.0407656773099808,0.0010479739876632,0.0314064969242746,0.506531988773311,1
2191,0.420461874133749,0.3545130587318087,0.8292208960556777,0.3129796778172062,0.9172402979992702,0.0981312757942737,0.0122210552035444,0.0001427253661225,0.0109872136861379,0.2216219292747236,4
150,0.1365213054071883,0.1363098151236653,0.9318662414665196,0.4215172884182727,0.9584415960469904,0.1777118683387472,0.0725881771735246,0.0066834155634739,0.0808267162393736,0.3405439543384354,1
116,0.1122363481866419,0.1122016155144683,0.9439026655099833,0.361401591974553,0.9877904755351962,0.1306308518943955,0.1938899429250336,0.0256362517857645,0.1592641933945448,0.6120030112761536,1
136,0.0713875267046154,0.0713062028921595,0.964355030935166,0.3493229158234673,0.991141671034344,0.1220332334442663,0.1700976557226103,0.0243085377175426,0.1550587275616488,0.5138829623462522,1
1937,0.3582785020872483,0.3031239099851321,0.8538786854817259,0.3036945470333035,0.9454082850216048,0.0923601044358591,0.0347051274237885,0.0009250256865433,0.0294473415757739,0.4245154899471638,3
1191,0.1293846767210251,0.1238340847708681,0.9386305566382184,0.530586133974926,0.9147449689679892,0.2816057735863415,0.1013654082992504,0.0205617066815984,0.1425279030156899,0.3797546724617514,3
261,0.128710918940018,0.1169953751652111,0.9425643778199304,0.3356127200565013,0.9836425040331408,0.112651072920525,0.1456402797651922,0.0209876000855313,0.144006804333167,0.449345942926014,3
1912,0.1047623489550622,0.1043301719774297,0.947878095966606,0.4203538628831539,0.967614398049478,0.1767448777954496,0.3339610221647625,0.1358077746727183,0.3678815462161918,0.6650643309425757,3
2197,0.0952417907563419,0.0952407034227991,0.9523797570219548,0.4429354458137849,0.9738374190158452,0.196214010414159,0.0800161079702737,0.0068085137245065,0.0815889895293973,0.4165908081210046,4
474,0.8009572705626443,0.5237689815311576,0.764665417176383,0.2567661397933976,0.8906224250475389,0.0660513043067266,0.0374306013422036,0.0008486213472018,0.0281636556354903,0.3895293712467848,3
1129,0.1522110863735833,0.1520943581205737,0.9239644937650142,0.44858372895031,0.9328876083755409,0.2012859829557979,0.0561290627923673,0.0030039694622419,0.0538588040306909,0.4125580170646041,3
254,0.0585098655216378,0.0585089194997544,0.9707456348523112,0.564486979546932,0.9751199421897752,0.3186797620052798,0.0527849740115333,0.0042689375380704,0.0643965968901994,0.3603187247747101,5
1432,0.0570452663859602,0.057037464289645,0.9714820480648092,0.4707617950495748,0.9833981663084166,0.2216390027820731,0.1532286238295172,0.0202098253359984,0.1412944118691427,0.4781000552732493,5
1973,0.4931156108652409,0.423897528397052,0.7948878515181937,0.2496933811009777,0.9374013869521984,0.0625333865550675,0.0098459379360539,6.0610057451837705e-05,0.0068442751690906,0.1395505743074412,1
1169,0.1797680247747627,0.1614854691286943,0.921052147682616,0.391286350247848,0.960290817408421,0.1531521552380509,0.0321319758555208,0.0013453755312128,0.0357159354740224,0.3261010142999451,3
1065,0.2090683337224139,0.1691498850084359,0.9192698974552128,0.3931051460299635,0.956861185614318,0.1545708215226141,0.0313633252152383,0.0014578087704094,0.0372188083481893,0.3150500158304393,1
1399,0.2411703568445732,0.1716607134101813,0.9180566256026096,0.355349818761317,0.9594766002551692,0.1263199491041837,0.0203241674105333,0.0003602476417331,0.0180118726125976,0.3636116340487657,3
468,0.1545622660170289,0.1530066094203302,0.9236507799493898,0.3452336301312271,0.972415568115152,0.1192680268730224,0.0186264352131836,0.0002888193468446,0.0160275118299525,0.3238708719797794,3
1083,0.8683627779184366,0.5430900169728342,0.7571574668098148,0.2763747604295975,0.8697604452672568,0.0765091934429131,0.0015619667758663,3.5719880939628848e-06,0.0011321555577085,0.022923182511033,4
627,0.2151795849881899,0.1977684479759143,0.9028397773779931,0.3805171942323965,0.9376507286654208,0.1448994149266617,0.0653952823294099,0.0038715005157285,0.0612781073927065,0.4371334040517985,3
1275,0.1479975253375612,0.1476318354609875,0.9262206512571636,0.3492826859666372,0.9735052224772688,0.1220372502310223,0.0318997791257561,0.0009272821819491,0.0294844320513788,0.379236379811331,5
1150,0.273702578701258,0.2390440124514911,0.8838929638830834,0.3921774152418046,0.9225660857479872,0.1539045050032509,0.0222491943286246,0.0006764578610327,0.0250403035162616,0.2620185001181364,1
1096,0.1420883088146604,0.1403722072985015,0.9299853806768582,0.4186172166612735,0.9569215827941336,0.1753346483608725,0.0364884782593878,0.0017396516735173,0.0407491171871034,0.3386198016421144,2
1762,0.1758151903967634,0.1678101142025328,0.9168917575395218,0.4687078471581994,0.90871998894439,0.2197514975381904,0.1392068678917815,0.0227484499083021,0.1499676185512726,0.5976755102682785,1
301,0.1042173709849035,0.1025105482369962,0.9489128405790614,0.488949628976306,0.950179558450336,0.2391320939635495,0.1486797038581267,0.0471022821649158,0.2162384276543561,0.4171665177079185,3
216,0.208377002620956,0.1989091842046232,0.9014902393929726,0.4153800928399175,0.9375675769230966,0.1726608836652344,0.0114233192194745,0.0002272050887601,0.0141080465349473,0.1877660677093572,5
887,0.1245486108619959,0.1234861158119767,0.9383599162684856,0.4319781979746053,0.9653495120196623,0.186641044178695,0.028464685888698,0.0005328448002086,0.0221144669706125,0.4487625642478129,5
2002,0.1624000274665594,0.1606778419916227,0.9198235307012944,0.5053689935680605,0.9015628898864556,0.2555331544730788,0.0140817123282149,0.0003806587684944,0.0185419632053333,0.2810861919218128,3
923,0.1634044886839464,0.1621879639773759,0.9190276704819692,0.4974798499488917,0.9305610046387742,0.2476608259385021,0.0129838684151058,0.000363820012574,0.0181057104777842,0.2584816833475762,5
562,0.4347285667595698,0.341479907173675,0.8382982550415895,0.2558415450712127,0.9606865094920364,0.0656483718306319,0.0779877678861621,0.0031061263677125,0.0547837387430743,0.4954857825792169,1
1648,0.3691606496829721,0.3200354942158211,0.8448691773316969,0.3268340968661798,0.9247464943444286,0.1069732414485445,0.0134619076098274,0.0001854942701023,0.0126565042909067,0.2549505302940449,4
164,0.1456906395498141,0.1433640851092125,0.92855048385703,0.3671056731450578,0.987211480828758,0.1347882360598488,0.1252746460570703,0.0128755659344106,0.1125755161447809,0.6061609493259356,6
1384,0.2946681341560511,0.2381599077696729,0.8863529934989629,0.380847307849224,0.9155863873407128,0.1451387383555742,0.0715969802376673,0.0052867453575426,0.0717761777522347,0.3852629669734287,1
1695,0.3500524414526941,0.2928546517338146,0.8590847906746901,0.305544345723922,0.9643430655793888,0.0934493099631468,0.0726780465676966,0.0039156010742709,0.0616317998725452,0.4798746672424759,1
232,0.1425185524917996,0.1392758260024637,0.9306814911154389,0.3640448616775343,0.9775746335945008,0.1325590885030519,0.0394584996841856,0.0013272486383799,0.0354678420597836,0.3910058136625755,1
1563,1.293106626405565,0.7282618882868132,0.6877538560912844,0.2143709963507729,0.8688392896286256,0.0460737264660436,0.0025398598922287,4.904845110016324e-06,0.0014234520755244,0.0293391290411431,4
1194,0.1186360056017519,0.118590218040403,0.9407094697359336,0.5202734991446548,0.92660799472549,0.2707760604583367,0.16812947613679,0.0351621092826551,0.1866938908827181,0.536161048048305,5
62,0.1951897212994322,0.1925652329105401,0.9039777701984713,0.3942997418244612,0.9422712394290924,0.1555817716175801,0.0574890956371383,0.0041907380475501,0.0637948634099187,0.3741606833023761,3
1457,0.7363310126362028,0.4760752232543296,0.7862852314106021,0.2371569098493163,0.9269306016288356,0.0563629680472997,0.0327664140615521,0.000492881675871,0.0212319635254344,0.4075638841832456,1
513,0.4319750402979586,0.344274610750831,0.8362943720894314,0.3135918136809963,0.9154151031312924,0.0984726180758754,0.0127586227186875,0.0001741629812698,0.0122347336820761,0.2462987008065397,4
683,0.1297932805414424,0.1282257396544773,0.9360438842614578,0.4512360016346197,0.9707221020940536,0.2036651940290752,0.0140878544235465,0.0002621084176839,0.0152232726046651,0.305531802427533,1
1101,0.1542952757407567,0.1501563388831779,0.9253307670336542,0.3129126455677805,0.9889051685287692,0.0979548166185605,0.1196821647945851,0.0123317706586846,0.110151113647849,0.5468995268086555,3
1165,0.3362576063131733,0.282065408201414,0.8642504844083593,0.3817374591528739,0.8995024872314704,0.1458891632918701,0.0187454410818609,0.0004662057869415,0.0206228586204055,0.282671214933102,1
2195,0.0970661949374013,0.0903170117288761,0.9555073095797336,0.4657938304680841,0.9624552743951592,0.2169932158867753,0.2552411123122876,0.0981013054662848,0.3125159167433342,0.5242178531291223,1
1968,0.1336470535830246,0.1330663313697788,0.9335247977250092,0.463773278019671,0.9563061837622936,0.2151126089872001,0.1423553501056319,0.0232626508698531,0.1516643920139252,0.551534922829719,1
205,0.158040327589203,0.1548943697350978,0.9228671015238872,0.3452398721502706,0.9732674308256524,0.1192371487691102,0.0335978747125788,0.0006478484049034,0.0244842338736735,0.4983474369146231,4
458,0.0553293874439818,0.0553172617095765,0.9723425817186522,0.5456423548222304,0.962555434168656,0.2977491743445739,0.0790137773590376,0.0087461452121111,0.0926065279979484,0.3402371517214343,5
1472,0.1843445648608684,0.1793729604384601,0.910807598593383,0.3823258162451713,0.9552702347012328,0.1462768478327789,0.0910893066483069,0.0096747007349941,0.097450393996621,0.4508614987609177,1
622,0.1672116371747407,0.1600742381326712,0.9206653875434618,0.4259059556311561,0.944706296631438,0.1814734563286072,0.0321319758555208,0.001600121155809,0.0390402941522008,0.3315164423969311,4
536,0.4567599198588582,0.3007082823782223,0.8641419112514643,0.3885627958696519,0.8880645679162432,0.1510374341203116,0.0514456631039832,0.0032770042227404,0.0562975200064956,0.3177364389977898,1
927,0.1777892377463806,0.1771732949590092,0.9114749467992326,0.4353781827137422,0.917266683507218,0.1896626651922383,0.0109653334509805,0.000133945096962,0.0106149087900728,0.2136025846409548,2
699,0.3300255107753932,0.2606539560863225,0.8762409578428219,0.3358654463837741,0.9464426527450628,0.1128923628528309,0.0225314278326413,0.000566521158125,0.022832797724894,0.3441397942175708,1
1760,0.5396776182139749,0.4175155564302978,0.8029603630323232,0.3199206637273944,0.8678168642391932,0.102564036279712,0.0025081033658083,1.2560804995581333e-05,0.0026753178775311,0.0535369268342937,3
1890,0.2894365955374646,0.2694405532823608,0.8672512940808562,0.3954646091351311,0.9161484187287816,0.1566830329220494,0.0065957193064092,4.634743943580188e-05,0.0058752792028632,0.1184644973409959,1
487,0.2390077935705747,0.2300554619973073,0.8858645583194318,0.2783602467186152,0.9788998261631336,0.0775441246866479,0.1369238172911005,0.0112041166011851,0.1049470625161558,0.5889183617901208,2
259,0.3813351137587764,0.3259813577163988,0.8424719309092991,0.265018432542668,0.9777862005043249,0.0703304519451992,0.0248988625700303,0.0003705533076841,0.0182813378521671,0.3045213861295616,3
1552,0.7800916541367726,0.4929543739742232,0.779889886980997,0.2355018296080505,0.926896796256442,0.0555977206783144,0.1589251000068356,0.0105875772373851,0.1019906603730919,0.737007710299085,4
1401,0.8082709378137152,0.4971566288075164,0.7809344668149565,0.2930045962660479,0.8739658512216455,0.0859301835913518,0.035753686500191,0.001023020380847,0.031018559570657,0.3795764511429603,3
51,0.0941433378346146,0.092900353739859,0.9536732249792212,0.4617227881489984,0.9741327685633788,0.2132042397267141,0.285249688066334,0.1053570481139799,0.3239036214036579,0.65854860580128,1
2033,0.1723606113353219,0.169942613037654,0.9152696424424944,0.3696858719464649,0.9668185602378412,0.1367236813747723,0.023728614464929,0.0005963763772198,0.0234519921717964,0.3445301682772578,6
1707,0.1169791347366343,0.1169285939342892,0.9415407400006286,0.4763719759855594,0.968191344195206,0.2269694456364792,0.3173815635852784,0.1388676801704405,0.3720141941506217,0.5441804123220197,1
