,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
511,0.024734,0.068362,0.909587,0.446311,0.941075,0.273933,0.022325,0.000817,0.027619,0.274474,4
1181,0.039816,0.106011,0.860804,0.326665,0.943704,0.173216,0.020489,0.000358,0.017947,0.362449,1
1275,0.037773,0.106888,0.857973,0.32301,0.942022,0.170454,0.0319,0.000927,0.029484,0.379236,5
2134,0.118106,0.232239,0.716275,0.368115,0.740561,0.206032,0.009608,0.000123,0.010114,0.20304,4
2290,0.022052,0.05957,0.921549,0.606436,0.861415,0.440047,0.11286,0.028921,0.169223,0.367392,3
2138,0.041124,0.115479,0.846791,0.66206,0.638031,0.506218,0.008767,0.000273,0.015552,0.225882,3
324,0.126206,0.268059,0.666478,0.385283,0.742446,0.220378,0.031682,0.001299,0.03508,0.31666,3
735,0.089483,0.202591,0.743741,0.308856,0.879423,0.159975,0.02808,0.000879,0.028682,0.308923,1
66,0.136232,0.334506,0.568819,0.224431,0.796025,0.103106,0.012717,0.000126,0.010286,0.208292,3
2155,0.115367,0.269141,0.657012,0.227313,0.904497,0.104781,0.007906,4.9e-05,0.006088,0.123489,2
923,0.043035,0.120854,0.839659,0.55241,0.835627,0.380224,0.012984,0.000364,0.018106,0.258482,5
620,0.077761,0.198682,0.741607,0.336634,0.85237,0.181097,0.069079,0.004346,0.064981,0.409881,4
1197,0.065852,0.174403,0.771404,0.284757,0.904573,0.142787,0.029788,0.000529,0.022037,0.448198,3
126,0.076847,0.197417,0.742862,0.285994,0.892869,0.143574,0.077366,0.005039,0.070054,0.495495,2
1471,0.032883,0.091593,0.878676,0.52199,0.851735,0.348073,0.017129,0.000361,0.018027,0.362085,1
2256,0.07225,0.193289,0.746104,0.416299,0.790459,0.246977,0.016469,0.000328,0.017155,0.246384,3
1600,0.145343,0.267699,0.678198,0.358776,0.753775,0.198439,0.062282,0.004898,0.069052,0.398736,1
1070,0.05964,0.122161,0.848498,0.385414,0.922582,0.220196,0.10483,0.014891,0.121143,0.433487,2
578,0.035207,0.099097,0.868464,0.438815,0.923355,0.267042,0.105934,0.01421,0.118317,0.487395,1
163,0.122277,0.280643,0.643712,0.262117,0.82387,0.127366,0.052354,0.002131,0.045205,0.421364,3
2207,0.078336,0.1627,0.798239,0.25805,0.943548,0.12443,0.041711,0.001517,0.037986,0.35954,1
1046,0.625919,0.722238,0.270767,0.147843,0.565312,0.059949,0.026646,0.00033,0.01719,0.280442,1
1976,0.228653,0.400864,0.52929,0.300448,0.628772,0.153942,0.019128,0.000415,0.019409,0.266609,1
1048,0.067805,0.184272,0.757148,0.208231,0.973131,0.093194,0.007884,5.1e-05,0.006198,0.125605,3
173,0.184854,0.377966,0.534853,0.182018,0.880515,0.078235,0.023246,0.000309,0.016598,0.338139,2
815,0.066644,0.165199,0.78657,0.269653,0.925202,0.13231,0.063984,0.003248,0.056044,0.430746,3
1389,0.034303,0.097385,0.870518,0.44065,0.893613,0.268753,0.089561,0.007813,0.08747,0.459697,5
338,0.014929,0.043057,0.942574,0.497855,0.956462,0.323483,0.28347,0.090564,0.300231,0.63836,6
882,0.036465,0.103408,0.862539,0.524184,0.799258,0.350336,0.048352,0.003455,0.057831,0.36393,4
303,0.219007,0.398928,0.52226,0.153535,0.834424,0.062871,0.010704,6.4e-05,0.00707,0.144585,3
743,0.040201,0.110504,0.854024,0.535448,0.828417,0.362087,0.033862,0.001137,0.032758,0.293366,5
30,0.024712,0.07041,0.906316,0.424369,0.931317,0.254015,0.064605,0.004513,0.066237,0.405737,4
1043,0.039048,0.109785,0.854299,0.338723,0.948419,0.182464,0.091089,0.00852,0.091387,0.4796,3
2040,0.482247,0.601915,0.374736,0.230592,0.551006,0.106874,0.022712,0.000423,0.019604,0.292723,1
169,0.038179,0.10116,0.867391,0.44168,0.901218,0.269701,0.11688,0.019698,0.139482,0.475113,1
1182,0.056869,0.156874,0.79262,0.406483,0.896303,0.238373,0.025161,0.000796,0.027248,0.32202,4
2169,0.375813,0.57124,0.36153,0.111857,0.77448,0.042524,0.028481,0.000339,0.017435,0.358448,6
414,0.011844,0.034373,0.954101,0.598759,0.897864,0.431215,0.186599,0.031542,0.17677,0.521114,4
917,0.035323,0.100247,0.86672,0.26807,0.98732,0.131123,0.050265,0.002017,0.043951,0.448976,1
389,0.051887,0.141878,0.812775,0.234947,0.970934,0.109453,0.014645,0.000131,0.010494,0.213704,5
2214,0.066334,0.16979,0.779048,0.321131,0.89894,0.169126,0.059318,0.003043,0.054212,0.399127,2
1066,0.300677,0.467042,0.467924,0.131516,0.861123,0.051823,0.015372,0.000122,0.010077,0.206208,1
1001,0.05779,0.158669,0.790448,0.384519,0.866653,0.219498,0.00689,4.8e-05,0.005994,0.120974,3
1808,0.152565,0.311532,0.615375,0.237645,0.802393,0.111341,0.014756,0.000176,0.012288,0.248581,3
1309,0.034004,0.091013,0.88042,0.524121,0.837917,0.35023,0.019027,0.000762,0.026631,0.231596,1
2288,0.035093,0.098713,0.868991,0.315146,0.954905,0.164596,0.073752,0.005153,0.070849,0.474011,3
111,0.132579,0.278016,0.655271,0.517404,0.52346,0.344223,0.004019,5.6e-05,0.006519,0.129746,4
1845,0.027311,0.076239,0.898968,0.222667,0.991144,0.10183,0.27437,0.05237,0.228065,0.651785,4
2260,0.051248,0.136752,0.820455,0.243229,0.965536,0.11477,0.014832,0.000205,0.013341,0.269131,2
729,0.058976,0.162646,0.785001,0.324079,0.906598,0.17131,0.003081,2.3e-05,0.003863,0.077101,1
1200,0.020377,0.05682,0.924718,0.351653,0.973025,0.192593,0.046586,0.002416,0.048198,0.431886,1
463,0.099946,0.213279,0.734441,0.343778,0.817788,0.186454,0.028577,0.000922,0.029397,0.3428,3
2007,0.057193,0.156659,0.793203,0.482299,0.790597,0.308242,0.027739,0.001209,0.033806,0.302533,2
1409,0.043204,0.117458,0.845164,0.32188,0.946061,0.169606,0.342939,0.124173,0.351726,0.669989,4
1110,0.034965,0.099109,0.868265,0.506687,0.827699,0.332417,0.040405,0.001736,0.040704,0.361446,2
1266,0.063061,0.165091,0.784035,0.202427,0.969348,0.089706,0.012805,0.000115,0.009756,0.198071,1
1316,0.174254,0.299786,0.648409,0.38938,0.654545,0.223694,0.211255,0.060369,0.244937,0.591927,3
881,0.047081,0.133037,0.823277,0.387517,0.876389,0.222005,0.016544,0.000301,0.016375,0.329409,3
1601,0.024879,0.064398,0.915856,0.46551,0.91838,0.292024,0.081508,0.009212,0.095069,0.380119,1
377,0.065858,0.183084,0.75759,0.258445,0.937935,0.124777,0.020572,0.000273,0.015542,0.315745,1
1006,0.211567,0.307593,0.660104,0.364166,0.71639,0.202682,0.0282,0.001088,0.032013,0.319153,1
478,0.07192,0.1717,0.780042,0.191689,0.963766,0.083531,0.02094,0.000267,0.015362,0.312527,1
247,0.244312,0.437777,0.479222,0.164049,0.842128,0.068675,0.020693,0.000255,0.015001,0.305355,1
936,0.037758,0.105286,0.860512,0.648426,0.850918,0.4895,0.026944,0.001548,0.03838,0.225721,1
67,0.033806,0.084147,0.891098,0.425059,0.925303,0.254599,0.199561,0.053876,0.231335,0.519668,1
2092,0.041089,0.114984,0.847554,0.423545,0.872256,0.253311,0.042784,0.002616,0.050192,0.346372,3
1777,0.05938,0.153077,0.800451,0.416762,0.871208,0.247304,0.01869,0.000473,0.020788,0.266291,1
2129,0.028974,0.077521,0.898104,0.444172,0.910573,0.271993,0.074315,0.006313,0.078527,0.418295,1
279,0.034652,0.09154,0.880053,0.39131,0.921708,0.225198,0.02905,0.000992,0.030531,0.407726,1
2239,0.081143,0.21136,0.723931,0.307437,0.860629,0.15901,0.011283,0.000146,0.011143,0.224102,3
1,0.039079,0.10856,0.856281,0.383494,0.91025,0.218598,0.133938,0.016506,0.127596,0.494772,1
874,0.231649,0.421938,0.498843,0.196835,0.757039,0.08678,0.030002,0.00054,0.022261,0.368552,5
1028,0.017195,0.049425,0.934125,0.849413,0.905974,0.760227,0.022835,0.00076,0.026597,0.143791,5
1620,0.052783,0.146478,0.806127,0.36807,0.880981,0.205895,0.221973,0.036902,0.191283,0.645475,3
570,0.041777,0.117703,0.843738,0.446418,0.888528,0.274105,0.007836,0.000127,0.010328,0.206373,3
1776,0.032955,0.093004,0.876486,0.564863,0.789482,0.393508,0.059493,0.0043,0.064632,0.360093,1
519,0.021397,0.061146,0.918595,0.367614,0.958634,0.20542,0.251292,0.062072,0.248383,0.58312,2
888,0.029778,0.083232,0.889671,0.519897,0.865866,0.345846,0.020639,0.000589,0.023294,0.288053,5
28,0.258649,0.425056,0.508264,0.200243,0.703828,0.088591,0.025158,0.000443,0.020082,0.3532,1
732,0.082644,0.226736,0.700598,0.275947,0.870283,0.136701,0.016802,0.000232,0.014263,0.288336,3
2148,0.17839,0.324009,0.61299,0.152078,0.911903,0.062098,0.024367,0.000322,0.016988,0.346518,3
2270,0.030988,0.087468,0.883833,0.453924,0.895955,0.2811,0.21713,0.061572,0.247377,0.534325,3
1703,0.08587,0.214492,0.722448,0.443898,0.77206,0.271925,0.010626,0.000187,0.012729,0.254862,3
1893,0.17396,0.365667,0.546771,0.118145,0.909415,0.045558,0.015798,0.000118,0.0099,0.203161,5
1988,0.204369,0.415805,0.488762,0.293308,0.462342,0.149184,0.002834,1.4e-05,0.002846,0.05707,1
1943,0.033217,0.090522,0.880628,0.606749,0.751834,0.440436,0.144674,0.027394,0.164669,0.496022,5
112,0.032081,0.090343,0.880072,0.308443,0.969824,0.159588,0.013686,0.000182,0.012544,0.252896,6
489,0.021806,0.062339,0.917,0.535921,0.878339,0.362517,0.090735,0.010575,0.101931,0.426457,3
2218,0.093312,0.227239,0.707598,0.172505,0.945468,0.072893,0.010244,6.6e-05,0.00719,0.146529,1
1795,0.020602,0.057541,0.923742,0.550779,0.880982,0.378236,0.033177,0.0018,0.04147,0.322843,1
1034,0.040901,0.107378,0.859455,0.50076,0.925858,0.326455,0.058809,0.006104,0.077201,0.351822,1
248,0.030931,0.087454,0.883814,0.473039,0.889926,0.299199,0.12943,0.017808,0.132572,0.487872,1
1162,0.053199,0.135508,0.823871,0.298398,0.944007,0.152342,0.036792,0.00141,0.036593,0.309426,1
768,0.026483,0.074774,0.900688,0.508437,0.895546,0.334184,0.013498,0.000191,0.012866,0.259066,3
1657,0.032157,0.088763,0.882563,0.465658,0.878644,0.29211,0.030792,0.001587,0.038876,0.265021,1
2006,0.07128,0.170907,0.780859,0.317687,0.925739,0.166538,0.043073,0.002059,0.044423,0.359028,1
1535,0.011622,0.033741,0.954942,0.330772,0.992524,0.176293,0.051785,0.002745,0.051443,0.393001,2
928,0.04401,0.105298,0.864913,0.311736,0.967952,0.162036,0.025272,0.000729,0.026025,0.330135,1
586,0.086175,0.228441,0.70052,0.32004,0.82337,0.168365,0.019524,0.000414,0.019373,0.307892,2
305,0.168622,0.38059,0.519472,0.297078,0.590604,0.151696,0.002476,1.3e-05,0.002797,0.055886,3
868,0.072969,0.195652,0.742881,0.292477,0.88099,0.148261,0.009932,8.5e-05,0.008268,0.16721,4
262,0.08164,0.197099,0.746666,0.347527,0.844397,0.189505,0.034192,0.001315,0.0353,0.345419,6
2061,0.086875,0.229039,0.700079,0.335528,0.796429,0.180221,0.019426,0.000336,0.017353,0.350201,3
1975,0.082548,0.21338,0.721774,0.303502,0.900853,0.156186,0.00288,1.1e-05,0.002446,0.049323,1
2206,0.028577,0.080096,0.893775,0.354883,0.955977,0.195167,0.100697,0.009715,0.097654,0.448056,3
2151,0.025257,0.069634,0.907957,0.403027,0.947532,0.235219,0.090916,0.007127,0.0835,0.440377,4
300,0.098868,0.210882,0.73711,0.341148,0.835676,0.185201,0.032675,0.001182,0.033418,0.302783,1
682,0.039862,0.112638,0.850375,0.352593,0.926228,0.193358,0.159777,0.02397,0.153967,0.580034,1
733,0.030772,0.087538,0.883563,0.44314,0.938444,0.271003,0.082639,0.008841,0.093111,0.403335,2
1062,0.044734,0.122167,0.83883,0.486581,0.839543,0.31245,0.055595,0.005256,0.071564,0.382731,2
1170,0.287605,0.37953,0.59014,0.260679,0.715995,0.126416,0.018465,0.00033,0.017203,0.26397,3
2221,0.085652,0.214293,0.722502,0.155649,0.962339,0.063942,0.087039,0.003831,0.060952,0.529257,2
1718,0.068017,0.171662,0.777297,0.393395,0.812207,0.227048,0.005102,5.4e-05,0.006407,0.128036,3
1336,0.038181,0.108053,0.856422,0.357483,0.925541,0.197224,0.032177,0.001213,0.033863,0.370063,3
175,0.040393,0.113946,0.848688,0.477201,0.819076,0.303237,0.463315,0.165094,0.405718,0.776966,3
1882,0.023372,0.065628,0.912927,0.333624,0.968954,0.178496,0.214055,0.034922,0.186052,0.620501,3
1212,0.039959,0.112564,0.850558,0.526979,0.792777,0.353148,0.245924,0.123581,0.350885,0.469885,1
371,0.026048,0.066768,0.912852,0.388782,0.98379,0.222991,0.143254,0.021914,0.147172,0.502002,5
2005,0.714023,0.725117,0.310735,0.189694,0.715667,0.082522,0.016137,0.000184,0.012618,0.213696,1
1349,0.025797,0.073542,0.902138,0.399999,0.947571,0.232586,0.1868,0.038486,0.195366,0.591995,3
213,0.040554,0.11094,0.853591,0.405016,0.9098,0.236944,0.126765,0.015917,0.12528,0.520082,1
1811,0.075093,0.187786,0.756397,0.365406,0.842508,0.203739,0.023091,0.000667,0.024866,0.2971,1
1806,0.109669,0.256566,0.672851,0.271537,0.861534,0.133628,0.009793,9.9e-05,0.008985,0.181078,2
368,0.127053,0.275252,0.655615,0.174131,0.920632,0.073769,0.012687,9.7e-05,0.008916,0.18173,2
240,0.036345,0.103002,0.863096,0.348825,0.93282,0.190356,0.103046,0.009945,0.098818,0.448771,1
101,0.129871,0.266844,0.671106,0.161783,0.946137,0.067117,0.02028,0.000242,0.014577,0.296848,3
310,0.011997,0.034755,0.953607,0.398963,0.980848,0.231681,0.141424,0.012191,0.109514,0.627437,4
574,0.016423,0.047072,0.937296,0.591637,0.908269,0.42316,0.055126,0.006854,0.081864,0.300962,1
884,0.334196,0.517611,0.416394,0.22516,0.560311,0.103489,0.118555,0.01006,0.099391,0.597927,1
720,0.078068,0.205327,0.731248,0.270512,0.919329,0.132893,0.007552,5.6e-05,0.006521,0.131655,1
1100,0.104359,0.230279,0.709005,0.325162,0.848074,0.172199,0.044009,0.002209,0.046044,0.352683,1
495,0.035116,0.08866,0.884724,0.551076,0.904626,0.378559,0.011103,0.000241,0.014559,0.291055,5
1967,0.03455,0.089798,0.882701,0.339951,0.943045,0.183445,0.036851,0.001139,0.032787,0.445505,5
985,0.077007,0.208824,0.724917,0.315869,0.848503,0.165378,0.034146,0.001166,0.033178,0.347479,3
379,0.065179,0.177519,0.765907,0.223911,0.959192,0.102693,0.018905,0.000199,0.013134,0.267922,3
469,0.028275,0.078816,0.895586,0.30345,0.987138,0.15595,0.011579,0.0001,0.009065,0.183805,2
441,0.027422,0.076895,0.89801,0.643822,0.825686,0.483939,0.031661,0.002369,0.047713,0.296361,3
1032,0.021513,0.059536,0.921243,0.454877,0.953879,0.281938,0.112883,0.016922,0.129206,0.468238,3
571,0.15205,0.334735,0.579777,0.234786,0.822232,0.109594,0.018099,0.000222,0.013919,0.282535,3
1788,0.02738,0.066283,0.914773,0.35637,0.965765,0.196326,0.09711,0.011579,0.106706,0.424483,1
1407,0.031497,0.089348,0.881221,0.482638,0.904994,0.308549,0.048766,0.00403,0.062541,0.323531,3
1658,0.152833,0.332645,0.58394,0.30848,0.726941,0.159937,0.067681,0.004251,0.064258,0.506957,5
416,0.081042,0.202354,0.738026,0.378715,0.791753,0.214788,0.010786,0.000136,0.010702,0.215193,2
365,0.021138,0.059892,0.920396,0.375946,0.959024,0.212259,0.153273,0.027147,0.163919,0.461719,3
393,0.01987,0.056648,0.924619,0.375285,0.967081,0.211735,0.513842,0.299876,0.547152,0.657468,3
2023,0.076883,0.177783,0.773849,0.347768,0.879866,0.189621,0.118148,0.012977,0.113024,0.533125,1
579,0.053766,0.149644,0.801819,0.43041,0.847561,0.259505,0.014464,0.000236,0.014381,0.28924,3
848,0.020869,0.059692,0.920516,0.716969,0.731805,0.57551,0.189942,0.06064,0.24549,0.503425,2
85,0.075968,0.159011,0.801298,0.362165,0.885396,0.201068,0.035307,0.001656,0.039729,0.367407,1
1156,0.085413,0.20778,0.732762,0.162359,0.96626,0.067448,0.091089,0.003853,0.061132,0.544624,6
2195,0.020381,0.051899,0.932537,0.503362,0.914645,0.329014,0.255241,0.098101,0.312516,0.524218,1
2186,0.031866,0.084863,0.888637,0.572124,0.854263,0.401424,0.12892,0.019979,0.140479,0.480237,1
2080,0.028851,0.08201,0.890926,0.623802,0.743263,0.460216,0.064749,0.007871,0.087801,0.354259,5
645,0.032769,0.085583,0.8881,0.536786,0.832082,0.363429,0.134076,0.030035,0.172471,0.471494,2
400,0.067539,0.184694,0.756275,0.428355,0.74647,0.257768,0.009167,0.000121,0.01005,0.201562,3
890,0.094941,0.220207,0.719733,0.376559,0.766544,0.213013,0.019324,0.000334,0.01731,0.3493,1
1969,0.063428,0.158936,0.79379,0.25941,0.950824,0.125414,0.001617,4e-06,0.001262,0.025473,1
1093,0.171935,0.373386,0.53181,0.167091,0.894474,0.070075,0.00907,5.2e-05,0.006277,0.127995,3
1137,0.061492,0.160245,0.790566,0.290237,0.919391,0.146631,0.07497,0.004823,0.068512,0.466699,4
2120,0.048781,0.13493,0.821529,0.4423,0.839933,0.270365,0.086544,0.009658,0.097366,0.465742,2
378,0.039483,0.098424,0.872336,0.441489,0.915027,0.26951,0.062484,0.005764,0.074988,0.372241,2
1122,0.021557,0.061608,0.917979,0.453577,0.941232,0.280723,0.156836,0.024548,0.155826,0.552945,1
664,0.125356,0.284656,0.63904,0.219825,0.888042,0.100286,0.084466,0.003938,0.061808,0.523505,5
1849,0.024551,0.06942,0.907771,0.442198,0.91794,0.270164,0.13045,0.021652,0.146284,0.510287,1
1641,0.122943,0.267293,0.665546,0.237639,0.875002,0.111357,0.028723,0.00068,0.025112,0.365625,2
2053,0.027973,0.078891,0.895244,0.552902,0.954948,0.380503,0.332539,0.124421,0.352079,0.718091,6
508,0.033442,0.093588,0.875919,0.471655,0.879835,0.297937,0.040778,0.002443,0.04847,0.310844,1
1314,0.025417,0.072271,0.903879,0.381798,0.961025,0.217172,0.319151,0.133504,0.36474,0.583279,3
123,0.320537,0.556368,0.34947,0.244119,0.351973,0.115676,0.021006,0.00039,0.018777,0.304533,1
1139,0.222954,0.384612,0.550527,0.3014,0.649455,0.154648,0.134559,0.015944,0.125387,0.569692,2
2041,0.012216,0.035378,0.952778,0.576837,0.919534,0.40661,0.1768,0.065209,0.254606,0.462018,6
70,0.05046,0.138536,0.817041,0.393438,0.873165,0.227053,0.025503,0.000782,0.026991,0.333728,1
1077,0.346262,0.464363,0.498653,0.233815,0.783411,0.108845,0.024818,0.000507,0.021548,0.259496,1
1667,0.117368,0.245343,0.695312,0.287843,0.848975,0.144876,0.009274,9.6e-05,0.008859,0.178311,1
227,0.174224,0.306175,0.640011,0.234661,0.846271,0.109375,0.025577,0.000539,0.02224,0.315474,3
2230,0.026823,0.076473,0.898237,0.431817,0.927123,0.260695,0.527537,0.219445,0.467912,0.729881,5
1360,0.150223,0.315573,0.606957,0.411005,0.438372,0.242451,0.0075,8.2e-05,0.008092,0.162295,3
1408,0.03255,0.091748,0.878182,0.427625,0.930368,0.256949,0.172576,0.040731,0.201013,0.573505,3
598,0.031751,0.090083,0.88024,0.263866,0.977503,0.128335,0.016814,0.000166,0.011931,0.243101,3
2203,0.027751,0.078812,0.895205,0.689619,0.890273,0.540369,0.025242,0.000657,0.024663,0.336477,5
745,0.092574,0.241818,0.683983,0.326434,0.779658,0.173351,0.045932,0.001435,0.036917,0.444591,3
308,0.030161,0.085457,0.886421,0.273459,0.982979,0.134804,0.282933,0.062012,0.248263,0.722538,1
1985,0.033711,0.09461,0.87448,0.45603,0.897284,0.283036,0.117833,0.014058,0.117678,0.474703,1
499,0.202508,0.380136,0.542604,0.275866,0.688187,0.136638,0.044507,0.00165,0.039656,0.415833,1
1784,0.034243,0.09358,0.876427,0.275158,0.973025,0.135972,0.095627,0.007298,0.084509,0.513681,4
1179,0.033708,0.081532,0.895038,0.260134,0.99267,0.125788,0.09601,0.006898,0.082129,0.535786,2
337,0.046999,0.121724,0.841151,0.310492,0.941948,0.161148,0.029221,0.000848,0.02815,0.398665,1
1567,0.079128,0.155219,0.809867,0.314796,0.933632,0.164307,0.006683,7e-05,0.007414,0.148586,1
2002,0.042692,0.119405,0.841686,0.564622,0.763783,0.39337,0.014082,0.000381,0.018542,0.281086,3
2019,0.015999,0.045967,0.938738,0.285545,0.991676,0.14315,0.075787,0.004828,0.068547,0.417929,2
1174,0.098775,0.231259,0.705285,0.219313,0.930922,0.099901,0.051954,0.001946,0.043153,0.444742,2
603,0.107753,0.229587,0.714136,0.352072,0.829306,0.193023,0.015648,0.000311,0.01666,0.25823,1
2273,0.032272,0.091285,0.878715,0.532158,0.899485,0.358581,0.004181,5.4e-05,0.006409,0.127642,5
450,0.015879,0.045706,0.939065,0.841738,0.86409,0.748834,0.057328,0.0063,0.078445,0.360693,1
692,0.152655,0.307929,0.621044,0.120361,0.955587,0.046409,0.041946,0.000749,0.026399,0.411634,1
419,0.147917,0.249868,0.705608,0.274955,0.855533,0.135935,0.068644,0.004288,0.064543,0.430087,2
1866,0.026182,0.073261,0.902861,0.349468,0.961931,0.190864,0.240289,0.060297,0.244792,0.608502,2
1502,0.022845,0.064786,0.913878,0.386798,0.948815,0.221335,0.050545,0.003198,0.055605,0.340989,3
48,0.036884,0.104403,0.861267,0.614208,0.946492,0.448941,0.09578,0.021336,0.145204,0.355523,5
773,0.033331,0.094021,0.875148,0.484889,0.885048,0.310752,0.080009,0.010641,0.10225,0.393729,1
545,0.062966,0.169857,0.776481,0.353907,0.856681,0.194577,0.038452,0.001128,0.032624,0.4007,3
1909,0.043482,0.112697,0.852931,0.35669,0.929414,0.19663,0.026659,0.000952,0.029895,0.318618,1
418,0.033582,0.09183,0.878815,0.376755,0.945852,0.212969,0.048052,0.002803,0.051988,0.400665,1
485,0.045583,0.119793,0.843207,0.181338,0.985994,0.077658,0.283194,0.040259,0.199837,0.764157,3
1902,0.015104,0.043156,0.942547,0.394909,0.975179,0.228203,0.145046,0.022928,0.150561,0.498348,3
2247,0.089545,0.190222,0.763055,0.523793,0.649656,0.350009,0.035779,0.002206,0.046011,0.327726,4
711,0.059141,0.15391,0.799003,0.497111,0.873223,0.322887,0.091089,0.014217,0.118346,0.453771,5
1983,0.035639,0.09845,0.869812,0.293633,0.966209,0.149006,0.072588,0.004048,0.062684,0.452324,4
1375,0.081803,0.145906,0.826436,0.292389,0.943773,0.148007,0.055222,0.003013,0.053944,0.449522,1
1805,0.103736,0.251461,0.676663,0.291367,0.82722,0.147531,0.10777,0.009887,0.098526,0.584934,3
430,0.033132,0.092694,0.877107,0.43575,0.898864,0.264266,0.084695,0.009067,0.09431,0.446696,1
1163,0.171618,0.387276,0.511078,0.307334,0.472967,0.159101,0.010728,6.4e-05,0.007072,0.144637,3
624,0.035991,0.098645,0.869762,0.481224,0.861333,0.307205,0.030961,0.001129,0.03264,0.323742,3
1627,0.036195,0.102556,0.863694,0.389679,0.959943,0.223851,0.010416,0.000133,0.010566,0.212324,6
897,0.046542,0.123187,0.83854,0.419391,0.960695,0.249682,0.008371,0.000115,0.009781,0.19587,4
1050,0.049084,0.128972,0.831166,0.370245,0.896456,0.207659,0.181177,0.041683,0.203359,0.53184,3
834,0.055172,0.150959,0.800774,0.360817,0.89325,0.199995,0.006361,2.7e-05,0.004275,0.087279,4
1727,0.043536,0.122313,0.837709,0.489118,0.838626,0.31501,0.012986,0.000232,0.014275,0.286362,5
1934,0.022555,0.062738,0.91692,0.430975,0.943373,0.259952,0.040136,0.002092,0.044782,0.307149,3
763,0.038016,0.10261,0.864935,0.452362,0.876358,0.279609,0.248688,0.090787,0.300602,0.544078,3
2045,0.104607,0.228775,0.713293,0.310063,0.855556,0.160975,0.061062,0.003497,0.058191,0.4413,4
523,0.016773,0.048234,0.935707,0.596575,0.877424,0.428778,0.088843,0.011883,0.108108,0.400201,3
972,0.06984,0.175465,0.772648,0.393886,0.902698,0.227481,0.049462,0.003532,0.058486,0.365912,1
1038,0.024742,0.070152,0.906744,0.660408,0.792466,0.504018,0.052583,0.007376,0.084961,0.296722,4
306,0.243841,0.454011,0.45539,0.173452,0.759408,0.073485,0.131677,0.008471,0.091121,0.659622,3
1968,0.032873,0.092914,0.876569,0.500234,0.899411,0.325874,0.142355,0.023263,0.151664,0.551535,1
2234,0.234384,0.432771,0.483554,0.191875,0.780898,0.083727,0.00733,4.7e-05,0.005911,0.11964,1
844,0.087778,0.223333,0.70978,0.189163,0.939172,0.082197,0.009636,6.5e-05,0.007124,0.144796,3
561,0.077784,0.197897,0.74289,0.315812,0.917915,0.165086,0.086085,0.004676,0.067441,0.515805,5
1544,0.011978,0.034753,0.953596,0.739237,0.850454,0.604822,0.342701,0.17459,0.41725,0.628267,3
2255,0.133715,0.317763,0.593444,0.18763,0.893662,0.081583,0.023948,0.000337,0.017379,0.353754,6
330,0.061913,0.131157,0.836724,0.201253,0.977502,0.089028,0.048783,0.001576,0.038737,0.410343,1
1014,0.086912,0.209023,0.731669,0.364367,0.845903,0.203067,0.010923,0.000171,0.012126,0.243163,1
380,0.117929,0.241047,0.70291,0.175693,0.960171,0.074556,0.015972,0.000149,0.011236,0.22904,3
494,0.034557,0.097734,0.870151,0.65467,0.654084,0.497171,0.048835,0.004256,0.064301,0.351238,3
1411,0.057654,0.148089,0.807092,0.304937,0.935888,0.157066,0.030443,0.001009,0.030792,0.290134,1
1670,0.011994,0.034812,0.953515,0.279141,0.99117,0.138681,0.5128,0.233482,0.482677,0.754511,6
350,0.036211,0.102037,0.864532,0.313455,0.952677,0.163308,0.074022,0.005155,0.070863,0.380944,3
907,0.058344,0.160109,0.788566,0.297814,0.921835,0.152014,0.018133,0.000221,0.013889,0.281967,3
819,0.126765,0.285814,0.638942,0.28327,0.806497,0.141746,0.010813,0.000123,0.010146,0.204351,1
201,0.144294,0.312289,0.609642,0.265647,0.842139,0.12986,0.044208,0.001757,0.040959,0.373625,1
621,0.028596,0.081018,0.892321,0.435793,0.914109,0.264321,0.023341,0.000577,0.023056,0.383667,5
1422,0.022547,0.062859,0.916724,0.281231,0.982492,0.14016,0.051051,0.002197,0.045914,0.485492,3
2144,0.195272,0.430682,0.459719,0.319089,0.320521,0.168037,0.008792,0.0001,0.009038,0.181537,4
313,0.069493,0.138054,0.831127,0.284173,0.935344,0.14222,0.08107,0.006165,0.077592,0.47102,1
2017,0.046752,0.121745,0.840926,0.391253,0.905794,0.225223,0.068069,0.005796,0.075198,0.39773,2
584,0.140293,0.320148,0.594599,0.28714,0.820117,0.145451,0.005977,4.7e-05,0.005895,0.118462,1
1531,0.0168,0.048313,0.9356,0.635316,0.826787,0.473803,0.317643,0.065563,0.255301,0.670437,3
1056,0.042477,0.114105,0.849922,0.238316,0.976084,0.111613,0.162882,0.017768,0.132422,0.539219,3
1271,0.050385,0.141556,0.812175,0.271266,0.950182,0.133343,0.049323,0.001123,0.032547,0.532577,2
1528,0.035812,0.10171,0.864756,0.592085,0.804794,0.423683,0.113192,0.021775,0.146702,0.527779,4
333,0.017169,0.048911,0.934923,0.463085,0.954147,0.289678,0.049352,0.003015,0.053956,0.435759,1
635,0.233206,0.358048,0.596526,0.204255,0.811519,0.090826,0.033416,0.000773,0.026839,0.3322,1
676,0.178422,0.356514,0.564128,0.143513,0.918971,0.057816,0.028481,0.000412,0.019333,0.323989,1
