0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Low,Low,Medium,Medium,Medium,High,Low,High,Low,High,High,Medium,High,Medium,High,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
High,Low,Low,Low,High,Low,High,Low,Low,High,High,Low,Medium,Low,High,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,High,High,Low,High,4.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,High,Medium,3.0
Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High,Low,Medium,Low,3.0
High,High,Medium,Medium,High,Low,High,Low,High,High,High,Medium,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Very Low,2.0
Low,Low,Low,Low,Medium,High,High,Low,High,High,High,Low,High,Low,Medium,Low,High,Low,Medium,Low,Low,High,Low,Low,High,Low,High,Low,6.0
Low,Low,Low,Low,Medium,High,Low,Low,High,High,High,Low,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium,Medium,Low,1.0
Low,High,Low,Low,Medium,High,Low,High,Low,High,High,Medium,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,2.0
High,High,Low,Low,High,High,High,High,Low,High,High,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,Medium,3.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,1.0
Low,Low,Medium,Medium,Medium,High,Low,High,Low,High,High,Medium,Medium,Medium,High,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,High,Medium,High,1.0
Low,Low,Low,Low,Medium,High,High,High,Low,High,High,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,High,Medium,Medium,Low,Low,5.0
High,Low,Low,Low,Medium,High,High,Low,Low,High,High,Medium,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,3.0
High,High,Medium,Medium,High,Low,High,Low,High,High,High,Medium,Low,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Low,Very High,Low,3.0
Low,Low,Low,Medium,Medium,High,High,High,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Medium,High,Low,Medium,Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,High,4.0
High,High,Medium,Medium,High,Low,High,Low,High,High,High,Medium,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,2.0
Low,Low,Medium,Medium,High,Low,High,Low,Low,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,Low,Low,High,Low,Low,High,Low,Low,High,Medium,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Medium,Medium,Very Low,Very High,Very Low,1.0
Low,Low,Low,Low,Medium,High,High,High,High,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Medium,1.0
Low,Low,Low,Low,High,Low,Low,High,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,High,High,Very High,Very Low,Very Low,Medium,Very Low,1.0
Low,Low,Low,Low,High,Low,Low,High,Low,High,High,Low,Medium,Low,Low,Low,High,Low,High,Low,Low,High,Medium,High,Low,Very Low,Low,Very Low,2.0
High,Low,Low,Low,Medium,Low,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,3.0
Low,Low,Medium,Medium,High,Low,High,Low,Low,High,High,Low,High,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Low,High,Very Low,Very High,Very Low,1.0
Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Medium,Low,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Low,High,Low,Very High,Low,2.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High,Very High,Medium,5.0
Low,Low,Medium,Medium,Medium,Low,Low,High,High,High,High,Medium,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,3.0
Low,High,Medium,Medium,Medium,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,High,High,High,2.0
High,High,Medium,Medium,High,Low,High,Low,High,High,High,Medium,Low,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Very Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High,Low,High,Low,5.0
Low,Low,Low,Low,Medium,High,Low,High,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Medium,High,Low,High,Very Low,1.0
Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,High,Low,High,Low,Low,High,Low,Medium,High,Low,High,Low,1.0
High,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Very Low,Very High,Very Low,4.0
Low,Low,Medium,Medium,High,High,High,Low,High,High,High,Low,High,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Low,Medium,Medium,Low,High,Very Low,1.0
Low,Low,Low,Medium,High,Low,Low,Low,High,High,High,High,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,Low,Medium,Medium,Low,Medium,Low,1.0
Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,Medium,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Low,Low,High,Low,Very High,Very Low,6.0
Low,Low,Low,Low,Medium,High,Low,High,High,Low,Low,Low,High,High,High,Low,High,Low,High,Low,Low,High,Low,Medium,Medium,Medium,Medium,Low,1.0
Low,Low,High,High,High,Low,Low,Low,High,Low,Low,Medium,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,High,Medium,Medium,3.0
High,High,Low,Low,Medium,High,High,Low,Low,High,Low,Low,High,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Medium,High,Low,Low,High,Very Low,2.0
Low,High,Low,Low,High,Low,High,Low,High,High,High,Low,High,Medium,High,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,Medium,2.0
Low,High,Low,Low,Medium,High,High,Low,Low,Low,Low,Low,High,Medium,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Low,Very High,Low,Very High,Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Low,Very High,Low,5.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Very Low,Very High,Very Low,3.0
Low,Low,Low,Low,Medium,Low,Low,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Low,3.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,High,5.0
Low,Low,Low,Low,Medium,High,High,High,Low,High,High,Low,Low,Low,Medium,Low,High,Low,High,Low,Low,High,Very Low,Low,High,Medium,High,Medium,2.0
Low,Low,Medium,Medium,High,High,High,Low,High,High,High,Low,High,Low,Medium,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,2.0
Low,Low,Low,Medium,Medium,Low,Low,High,Low,High,High,Medium,Medium,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Very Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,High,Medium,High,Medium,3.0
Low,Low,Medium,Medium,High,Low,Low,High,High,High,High,Medium,Low,Low,Medium,Low,High,Low,High,Low,Low,High,Low,Medium,Medium,Low,High,Very Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,Low,High,High,Low,Low,Low,Medium,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,High,High,High,High,High,Low,Low,High,Low,High,Medium,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,High,Low,High,Low,4.0
Low,Low,Low,Low,High,Low,Low,High,High,High,High,Medium,High,Medium,High,Low,Medium,Low,Medium,Low,Low,High,Low,Medium,Medium,Very Low,Very High,Very Low,6.0
Low,Low,Low,Low,High,High,Low,High,High,High,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,1.0
Low,Low,Low,Low,Medium,High,Low,High,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,High,High,Medium,3.0
Low,Low,Low,Low,High,Low,High,High,High,High,Low,Low,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,Medium,High,Medium,Low,Medium,Very Low,2.0
Low,High,Low,Low,Medium,High,High,High,High,High,High,High,Low,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Low,3.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Low,5.0
Low,Low,Low,Low,High,High,Low,High,Low,High,High,Low,Low,Medium,High,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,3.0
Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Low,Very High,Low,3.0
Low,Low,Low,Low,Medium,Low,Low,High,High,Low,Low,Medium,Medium,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Very Low,Low,Very High,Medium,Very High,Medium,4.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,High,Medium,3.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Low,Very High,Low,3.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Medium,High,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,2.0
Low,Low,Low,Low,Medium,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,Very Low,3.0
High,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,Medium,Low,High,Low,High,Low,Low,High,Low,Medium,High,Very Low,High,Very Low,2.0
Low,Low,Medium,Low,Medium,High,High,Low,High,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Very High,Very Low,2.0
High,High,Low,Low,High,High,High,High,Low,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Very Low,High,Very Low,3.0
Low,Low,High,High,Low,Low,Low,High,High,Low,Low,Medium,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,Medium,Medium,Medium,Medium,High,Low,1.0
Low,High,High,High,Medium,High,High,High,High,High,High,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Very Low,Very High,Very Low,4.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,Very Low,High,Very Low,4.0
Low,Low,Medium,Medium,Medium,High,Low,Low,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,Very High,Very Low,Very High,Very Low,3.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Very High,Medium,High,3.0
Low,High,Low,Low,Low,High,High,Low,Low,High,High,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,Very High,Medium,1.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,High,5.0
High,High,Medium,Medium,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,Medium,High,1.0
High,Low,Low,Low,Medium,Low,High,High,Low,High,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Low,High,Low,2.0
Low,Low,Low,Medium,High,Low,High,Low,High,High,High,Medium,Low,Medium,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,2.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,High,Low,Very High,Very Low,4.0
High,Low,Low,Low,Medium,High,High,Low,Low,High,High,Low,Medium,Medium,High,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Medium,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Medium,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Very High,High,High,3.0
High,Low,High,High,High,Low,High,High,High,High,High,Low,High,Low,Low,Low,Low,Low,Medium,Low,Low,High,High,High,Low,Very Low,High,Very Low,2.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,3.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,1.0
Low,Low,Low,Low,High,Low,High,Low,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,2.0
Low,Low,Medium,Medium,High,Low,Low,High,High,High,High,Low,Medium,Low,Medium,Low,High,Low,High,Low,Low,High,Low,Medium,Medium,Low,Medium,Very Low,2.0
High,High,Low,Low,Medium,Low,High,Low,Low,High,High,Low,Low,Medium,High,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,Medium,1.0
High,Low,Low,Low,High,High,High,Low,High,Low,Low,Low,High,Medium,High,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,3.0
Low,High,Low,Low,High,Low,High,High,Low,High,High,Low,Medium,Medium,Medium,Low,High,Low,High,Low,Low,High,Low,Medium,High,Very Low,High,Very Low,1.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,High,Low,Very High,Low,3.0
Low,Low,Low,Low,Medium,High,High,Low,High,High,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,Medium,1.0
Low,Low,Medium,Medium,Medium,High,High,High,Low,Low,Low,Low,Medium,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Low,1.0
Low,High,Low,Low,Medium,High,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,High,High,Very High,Very Low,Very Low,Medium,Very Low,1.0
Low,Low,Low,Low,Medium,Low,High,High,Low,High,Low,Low,Low,Medium,High,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Low,Very High,Low,3.0
Low,Low,Low,Low,High,Low,Low,High,High,High,High,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Very High,Very Low,1.0
Low,Low,Low,Low,Medium,High,High,High,Low,High,High,Medium,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Low,Very High,Very Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Low,Medium,Very Low,3.0
Low,High,Medium,Medium,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,6.0
Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very High,Very Low,3.0
Low,High,Low,Medium,High,High,High,Low,Low,High,High,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,Very Low,High,Very Low,3.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High,Very Low,Very High,Very Low,3.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,Medium,Medium,High,Low,Medium,5.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Low,Low,High,Low,High,High,Low,High,Low,Medium,High,Very Low,Very High,Very Low,1.0
Low,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,Low,High,High,Low,High,Low,High,Low,Low,High,Very Low,Low,High,Medium,High,Low,1.0
High,Low,Low,Low,Medium,High,Low,High,Low,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Medium,High,Low,High,Very Low,2.0
High,Low,Medium,Medium,High,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,2.0
Low,Low,High,Low,High,Low,Low,High,High,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,Very High,Low,Very High,Low,3.0
Low,Low,Low,Medium,High,High,High,High,High,Low,Low,Medium,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Medium,Medium,Medium,Low,Medium,Very Low,1.0
Low,Low,Medium,Medium,High,High,High,Low,High,High,High,Low,High,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Low,High,Medium,High,Medium,1.0
Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Low,High,Low,1.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Very Low,Low,High,Medium,High,Low,3.0
Low,High,Medium,Medium,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Very Low,Very High,Very Low,6.0
Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Very Low,Low,High,Low,Very High,Very Low,3.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Medium,High,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,High,Very High,Medium,5.0
Low,Low,Low,Low,High,High,Low,High,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,Very Low,Low,Very High,Low,Very High,Low,3.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,High,Low,High,3.0
Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High,Low,Very High,Low,4.0
Low,Low,Low,Low,High,Low,Low,High,High,Low,Low,Medium,Low,Low,Medium,Low,High,Low,High,Low,Low,High,Low,Medium,High,Low,High,Very Low,2.0
Low,High,Low,Medium,Medium,High,High,Low,High,High,High,Low,Low,Medium,High,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Medium,1.0
Low,Low,High,Low,Medium,Low,High,High,Low,High,High,Medium,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,High,High,Very High,Very Low,Very Low,Low,Very Low,3.0
Low,High,Low,Low,Medium,High,High,High,High,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium,High,Medium,Very Low,Medium,Very Low,3.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,High,Medium,High,Low,3.0
Low,High,Low,Low,High,Low,High,High,High,High,High,Low,Medium,Low,Medium,Low,Medium,Low,Medium,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,High,Medium,Very Low,Medium,Very Low,3.0
Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Medium,Low,Medium,Low,Low,Low,Medium,Medium,Medium,Low,Medium,Low,3.0
Low,Low,Medium,Medium,Medium,Low,Low,High,Low,Low,Low,Low,Medium,Medium,Medium,Low,Medium,Low,Low,Low,Low,High,Medium,Medium,Medium,Low,Low,Low,1.0
Low,Low,Low,Low,High,Low,Low,High,Low,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High,Medium,Low,Medium,3.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High,Low,Very High,Low,4.0
Low,High,Low,Low,Medium,High,Low,Low,Low,High,High,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,High,High,Medium,3.0
Low,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Medium,Low,High,Low,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,1.0
Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Low,Very High,Medium,High,Medium,3.0
Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High,High,Low,High,High,High,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,5.0
Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Low,1.0
Low,Low,High,High,Medium,Low,Low,Low,High,High,High,High,Low,Low,Low,Low,Medium,Low,Medium,Low,Low,High,Very Low,Low,Very High,Medium,High,Medium,4.0
Low,Low,Low,Low,Medium,Low,Low,Low,High,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Very Low,Very High,Very Low,3.0
High,Low,Medium,Low,Medium,Low,Low,Low,High,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,Medium,1.0
Low,Low,Low,Low,Medium,High,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,1.0
Low,Low,Low,Low,Medium,Low,Low,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Low,Low,Low,High,Low,Low,High,Medium,High,Medium,2.0
Low,Low,Low,Low,Medium,High,Low,High,Low,Low,Low,Low,Low,Medium,High,Low,Medium,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,High,High,1.0
Low,High,Medium,Medium,Medium,Low,Low,High,High,High,High,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Medium,3.0
