,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
536,0.143213,0.253753,0.69992,0.383813,0.730341,0.218879,0.051446,0.003277,0.056298,0.317736,1
1970,0.02013,0.057554,0.92337,0.574077,0.861343,0.403614,0.145446,0.038911,0.196446,0.429372,3
1829,0.026274,0.071357,0.905971,0.408768,0.965586,0.240186,0.091164,0.010879,0.103399,0.386308,2
644,0.034941,0.098516,0.869192,0.384063,0.923214,0.219135,0.027797,0.00078,0.026959,0.269868,4
1259,0.100325,0.241088,0.690784,0.3941,0.679684,0.227781,0.038972,0.001755,0.040935,0.311016,1
1135,0.015681,0.044592,0.940691,0.625766,0.89836,0.46246,0.023791,0.001161,0.033106,0.283577,5
330,0.061913,0.131157,0.836724,0.201253,0.977502,0.089028,0.048783,0.001576,0.038737,0.410343,1
336,0.145603,0.285713,0.6516,0.359661,0.807259,0.19936,0.005977,6.1e-05,0.006897,0.13809,5
201,0.144294,0.312289,0.609642,0.265647,0.842139,0.12986,0.044208,0.001757,0.040959,0.373625,1
1044,0.136978,0.23774,0.719318,0.400551,0.79898,0.233178,0.030944,0.001468,0.037355,0.287456,4
988,0.028411,0.080762,0.892591,0.461503,0.930288,0.288188,0.093104,0.00899,0.093901,0.429936,2
119,0.129624,0.244207,0.705046,0.208841,0.920208,0.093556,0.022498,0.000293,0.016136,0.328642,2
706,0.0296,0.084176,0.888042,0.549692,0.915512,0.377087,0.150912,0.021815,0.146838,0.58346,5
869,0.066065,0.164981,0.786314,0.414153,0.793762,0.245035,0.168685,0.028867,0.169063,0.583457,1
1617,0.041055,0.097942,0.874244,0.245393,0.972403,0.116146,0.186266,0.026947,0.163311,0.567678,1
428,0.031631,0.089056,0.881785,0.450096,0.944493,0.277536,0.02685,0.000905,0.029114,0.214855,5
74,0.108572,0.260444,0.665999,0.243983,0.87723,0.115442,0.008223,6.5e-05,0.007113,0.143614,4
624,0.035991,0.098645,0.869762,0.481224,0.861333,0.307205,0.030961,0.001129,0.03264,0.323742,3
2013,0.038444,0.107508,0.857481,0.457129,0.880443,0.284174,0.012746,0.000304,0.016476,0.251794,3
1690,0.030567,0.086736,0.884686,0.524886,0.846192,0.351059,0.012842,0.000252,0.014907,0.298699,3
1176,0.270569,0.386926,0.572617,0.416321,0.547011,0.247015,0.037431,0.002223,0.04619,0.337173,5
62,0.053889,0.149998,0.801342,0.392693,0.864639,0.226467,0.057489,0.004191,0.063795,0.374161,3
2099,0.082319,0.202581,0.738628,0.208286,0.970814,0.09317,0.003605,1.7e-05,0.00321,0.064656,1
1632,0.020577,0.058366,0.922409,0.567155,0.884405,0.396041,0.033708,0.001683,0.040065,0.30697,1
1306,0.06507,0.179684,0.762415,0.318079,0.889551,0.166908,0.011423,0.000156,0.011531,0.231786,1
851,0.417786,0.5643,0.39342,0.169605,0.665569,0.071392,0.230139,0.025071,0.157489,0.740891,3
823,0.062131,0.168588,0.777891,0.473606,0.881282,0.299988,0.002414,2.5e-05,0.004059,0.08062,5
1631,0.072138,0.188303,0.753809,0.41206,0.84345,0.243269,0.006366,6.3e-05,0.006977,0.139852,1
1129,0.039212,0.11117,0.852229,0.476722,0.841391,0.302786,0.056129,0.003004,0.053859,0.412558,3
2138,0.041124,0.115479,0.846791,0.66206,0.638031,0.506218,0.008767,0.000273,0.015552,0.225882,3
1972,0.073755,0.201503,0.734151,0.353184,0.818145,0.194106,0.053661,0.002824,0.052189,0.417455,4
1246,0.05395,0.149834,0.801644,0.275934,0.952624,0.136522,0.04828,0.001701,0.040282,0.386674,5
704,0.015208,0.043738,0.941697,0.502268,0.927853,0.327894,0.191556,0.048495,0.219427,0.492155,3
1557,0.048601,0.130247,0.828835,0.398136,0.881667,0.231043,0.012236,0.000207,0.013427,0.269354,3
1856,0.011347,0.032922,0.95604,0.43478,0.964514,0.263337,0.174775,0.03773,0.193428,0.477592,2
1496,0.022419,0.060535,0.920303,0.536064,0.914944,0.362646,0.227548,0.096675,0.310228,0.476964,3
886,0.063665,0.173096,0.771848,0.346675,0.923563,0.188706,0.176282,0.032292,0.178871,0.591256,3
1751,0.057516,0.157891,0.791463,0.35512,0.892124,0.195495,0.008372,7e-05,0.007419,0.149668,3
73,0.184572,0.345422,0.58528,0.28941,0.737029,0.146095,0.054671,0.002923,0.053116,0.421613,4
1471,0.032883,0.091593,0.878676,0.52199,0.851735,0.348073,0.017129,0.000361,0.018027,0.362085,1
234,0.127055,0.286517,0.638219,0.348735,0.771441,0.19046,0.005042,4.5e-05,0.005792,0.115937,1
2060,0.032548,0.091706,0.878251,0.41543,0.911271,0.246049,0.180404,0.037783,0.193563,0.555197,3
1325,0.179939,0.374429,0.537241,0.177546,0.832364,0.076037,0.022937,0.000295,0.016198,0.330175,4
1861,0.077519,0.190432,0.754431,0.347582,0.849059,0.189524,0.10359,0.01134,0.105589,0.539411,4
2073,0.073374,0.200686,0.735167,0.531857,0.739177,0.35854,0.004964,5.3e-05,0.006332,0.126493,5
1185,0.01416,0.040621,0.945879,0.754123,0.76838,0.624833,0.091489,0.02362,0.152834,0.341958,1
736,0.093764,0.190887,0.765251,0.322715,0.87426,0.170296,0.078126,0.005939,0.076136,0.439344,3
623,0.038847,0.110044,0.853749,0.293334,0.963859,0.148696,0.290336,0.054659,0.233017,0.669938,3
1154,0.285764,0.487596,0.43203,0.15325,0.773783,0.062764,0.032132,0.000485,0.021065,0.358424,3
483,0.042497,0.103045,0.867462,0.477998,0.870682,0.304076,0.048991,0.004506,0.066192,0.345852,4
2228,0.0667,0.185841,0.753822,0.406203,0.762858,0.237974,0.069356,0.005578,0.073754,0.464434,1
1437,0.062606,0.162417,0.788052,0.315692,0.934595,0.165033,0.02921,0.000973,0.030221,0.300515,1
728,0.034715,0.091948,0.879424,0.540217,0.820985,0.367056,0.064332,0.005458,0.072945,0.389472,3
1508,0.081339,0.172557,0.785095,0.312451,0.909015,0.162598,0.135332,0.018929,0.136711,0.55053,1
477,0.110431,0.275406,0.643684,0.181541,0.923031,0.077896,0.127587,0.008307,0.090224,0.691648,2
599,0.039555,0.11201,0.851147,0.377533,0.909899,0.213643,0.118509,0.014505,0.119549,0.497754,3
1771,0.050374,0.13313,0.825565,0.352008,0.907319,0.1929,0.204433,0.044158,0.209339,0.589442,3
1085,0.189982,0.393667,0.513936,0.293384,0.775798,0.149291,0.007353,5.9e-05,0.006728,0.135559,5
1452,0.222312,0.368129,0.574304,0.321542,0.682731,0.169486,0.070421,0.004827,0.068543,0.49726,5
931,0.03306,0.090817,0.880048,0.392933,0.925853,0.226544,0.097937,0.011886,0.108125,0.442326,4
2204,0.079006,0.180246,0.771576,0.480267,0.705694,0.306418,0.013301,0.000311,0.01666,0.245292,5
1244,0.032643,0.09175,0.878247,0.254538,0.980974,0.122086,0.049763,0.001865,0.04223,0.48625,1
1637,0.115204,0.243067,0.697277,0.236145,0.893993,0.110384,0.062732,0.002697,0.050977,0.428864,2
172,0.028764,0.079287,0.895172,0.477152,0.888052,0.303209,0.312565,0.136122,0.368308,0.61477,3
1931,0.170542,0.334153,0.593892,0.138584,0.919509,0.05526,0.153206,0.010579,0.101951,0.735434,3
91,0.074458,0.187954,0.756144,0.369835,0.832814,0.207356,0.020903,0.000563,0.022762,0.267257,3
2153,0.025862,0.073533,0.902201,0.419179,0.925672,0.249358,0.140602,0.026429,0.161724,0.46456,1
604,0.041763,0.113557,0.850323,0.439282,0.886702,0.267562,0.092007,0.013718,0.116233,0.43973,3
867,0.074214,0.172238,0.780836,0.371114,0.946136,0.20837,0.05893,0.004084,0.062965,0.398984,2
1406,0.10869,0.249213,0.683999,0.272625,0.865397,0.134433,0.15424,0.018567,0.135388,0.625518,3
1023,0.016633,0.047789,0.93631,0.347601,0.974913,0.189359,0.862016,0.510946,0.714517,0.873171,3
625,0.058233,0.140755,0.819179,0.265086,0.946942,0.129203,0.126531,0.012148,0.109318,0.540595,3
669,0.051617,0.14563,0.806608,0.543738,0.800583,0.370835,0.006646,6.3e-05,0.006975,0.139964,5
1715,0.026654,0.074986,0.900478,0.570097,0.874439,0.399219,0.056361,0.005254,0.071552,0.328287,5
2145,0.030827,0.086178,0.885759,0.231969,0.987729,0.107589,0.112816,0.006423,0.079214,0.52637,3
1843,0.368937,0.558128,0.374667,0.174481,0.676895,0.074262,0.050462,0.001471,0.037387,0.438455,1
2130,0.118667,0.247946,0.691691,0.423534,0.774776,0.253272,0.103473,0.016447,0.127366,0.474807,1
1223,0.031262,0.088635,0.882182,0.375623,0.949868,0.211994,0.356998,0.128322,0.357572,0.667367,3
1772,0.147609,0.332592,0.579869,0.248993,0.784882,0.11894,0.005263,2.8e-05,0.004396,0.088818,1
147,0.200156,0.26533,0.712596,0.337144,0.763535,0.181256,0.032858,0.001173,0.033277,0.365748,1
92,0.066677,0.167243,0.78322,0.341207,0.881844,0.184404,0.040386,0.001766,0.041069,0.331224,1
1466,0.337575,0.516118,0.419882,0.180411,0.615024,0.07747,0.007884,4.4e-05,0.005712,0.116196,3
1723,0.060275,0.16249,0.786213,0.437661,0.794057,0.266091,0.001957,1.7e-05,0.003251,0.064531,3
1608,0.034926,0.092645,0.878462,0.362063,0.951778,0.200935,0.044983,0.002344,0.047456,0.397189,1
1855,0.113358,0.272046,0.650771,0.300174,0.887152,0.15377,0.031236,0.000925,0.02944,0.34669,1
1056,0.042477,0.114105,0.849922,0.238316,0.976084,0.111613,0.162882,0.017768,0.132422,0.539219,3
203,0.182709,0.369022,0.5477,0.202033,0.816574,0.08979,0.028481,0.000566,0.022817,0.318003,3
904,0.049057,0.127617,0.833341,0.546,0.779787,0.373261,0.059657,0.007107,0.083378,0.331868,3
1405,0.107165,0.233487,0.70692,0.237501,0.890669,0.111288,0.034799,0.00087,0.028521,0.413452,5
791,0.023727,0.066791,0.911337,0.350819,0.977262,0.191914,0.263044,0.081533,0.284817,0.582523,3
1280,0.054467,0.133993,0.827009,0.380486,0.892558,0.216082,0.02677,0.000928,0.029495,0.360669,1
2149,0.035144,0.094462,0.875713,0.292151,0.978171,0.147874,0.152887,0.019759,0.1397,0.529944,5
2177,0.054808,0.137351,0.822003,0.315767,0.926675,0.165083,0.080923,0.006195,0.077781,0.408825,1
389,0.051887,0.141878,0.812775,0.234947,0.970934,0.109453,0.014645,0.000131,0.010494,0.213704,5
5,0.344034,0.560967,0.358833,0.137335,0.690882,0.054793,0.011667,7.7e-05,0.007824,0.159873,4
1976,0.228653,0.400864,0.52929,0.300448,0.628772,0.153942,0.019128,0.000415,0.019409,0.266609,1
1941,0.019429,0.055679,0.925832,0.515524,0.933785,0.341312,0.110532,0.014739,0.120517,0.375559,5
2155,0.115367,0.269141,0.657012,0.227313,0.904497,0.104781,0.007906,4.9e-05,0.006088,0.123489,2
1530,0.021208,0.060673,0.919206,0.577333,0.858199,0.40718,0.290938,0.136135,0.368326,0.521601,3
1472,0.050185,0.137341,0.818731,0.374158,0.896844,0.21093,0.091089,0.009675,0.09745,0.450861,1
2103,0.038017,0.107029,0.857929,0.297741,0.965181,0.151819,0.023481,0.000412,0.019318,0.30703,1
259,0.117456,0.278,0.644748,0.192573,0.952628,0.084112,0.024899,0.000371,0.018281,0.304521,3
2248,0.087728,0.184844,0.769688,0.456292,0.915038,0.283381,0.007364,0.000118,0.009929,0.198309,1
758,0.043039,0.116564,0.846489,0.335058,0.92994,0.179678,0.113692,0.013004,0.113139,0.509032,1
2254,0.031372,0.089081,0.881554,0.353262,0.947,0.193891,0.124605,0.016649,0.128152,0.477334,3
1459,0.03579,0.094579,0.876085,0.413678,0.975513,0.244544,0.007107,8.6e-05,0.008334,0.166838,4
320,0.041769,0.116047,0.846363,0.34791,0.927196,0.189708,0.152938,0.021618,0.146167,0.583499,3
537,0.072333,0.187063,0.755991,0.299191,0.886008,0.152986,0.008223,8.2e-05,0.008118,0.163212,3
885,0.051337,0.139009,0.816932,0.476307,0.878542,0.302399,0.04767,0.003786,0.060588,0.339734,1
563,0.019085,0.053885,0.928422,0.385656,0.95753,0.220396,0.33517,0.117161,0.341622,0.671406,1
466,0.036801,0.10174,0.865409,0.367388,0.930919,0.205243,0.118796,0.017906,0.132939,0.494304,3
139,0.021606,0.061816,0.917684,0.792789,0.525524,0.678258,0.213749,0.076323,0.275534,0.378466,5
1409,0.043204,0.117458,0.845164,0.32188,0.946061,0.169606,0.342939,0.124173,0.351726,0.669989,4
1763,0.018994,0.05326,0.929357,0.462124,0.955659,0.288747,0.161375,0.026656,0.162422,0.561289,1
1265,0.290477,0.531189,0.368687,0.255204,0.539473,0.122905,0.014477,0.000207,0.013427,0.183529,4
54,0.074737,0.205457,0.728589,0.354107,0.836595,0.194707,0.405365,0.153304,0.390925,0.68017,1
1664,0.050092,0.140837,0.813102,0.52447,0.741958,0.350744,0.009976,0.000139,0.010822,0.217115,4
1455,0.05043,0.140552,0.813808,0.356731,0.892649,0.196722,0.215912,0.044203,0.209446,0.630523,1
799,0.023932,0.068153,0.909327,0.253771,0.991834,0.121586,0.27437,0.060328,0.244855,0.676681,4
155,0.024236,0.069072,0.908092,0.513328,0.881729,0.339067,0.078432,0.008595,0.091797,0.370237,3
1049,0.023326,0.065295,0.91341,0.411862,0.957764,0.242913,0.018696,0.000593,0.023385,0.275642,5
735,0.089483,0.202591,0.743741,0.308856,0.879423,0.159975,0.02808,0.000879,0.028682,0.308923,1
1611,0.105526,0.199876,0.757925,0.315563,0.873439,0.164953,0.027286,0.000855,0.028269,0.309985,1
1564,0.120451,0.265432,0.666789,0.308938,0.755075,0.160372,0.045728,0.00199,0.043646,0.37501,1
651,0.021491,0.061456,0.918171,0.588129,0.914037,0.419283,0.013939,0.000345,0.0176,0.239433,5
1929,0.022832,0.065228,0.913165,0.58209,0.858518,0.412436,0.233324,0.088868,0.297397,0.602716,3
2221,0.085652,0.214293,0.722502,0.155649,0.962339,0.063942,0.087039,0.003831,0.060952,0.529257,2
738,0.025615,0.066513,0.913127,0.472084,0.942146,0.298265,0.048471,0.004337,0.064917,0.342157,1
1229,0.09748,0.218845,0.723274,0.259703,0.92393,0.125587,0.014832,0.00022,0.013874,0.279542,2
1601,0.024879,0.064398,0.915856,0.46551,0.91838,0.292024,0.081508,0.009212,0.095069,0.380119,1
1880,0.016236,0.046345,0.938313,0.667185,0.932142,0.512336,0.008632,0.000156,0.011514,0.230046,5
951,0.030801,0.087516,0.88362,0.385227,0.939585,0.220015,0.188812,0.042357,0.205004,0.615792,2
2119,0.102348,0.243411,0.688491,0.202633,0.922957,0.089914,0.032222,0.000635,0.024233,0.387431,3
1713,0.045892,0.120581,0.842144,0.358718,0.937357,0.198228,0.048326,0.00266,0.050621,0.405879,2
1767,0.111716,0.277397,0.641531,0.160716,0.931401,0.066704,0.017098,0.000155,0.011507,0.23514,3
2040,0.482247,0.601915,0.374736,0.230592,0.551006,0.106874,0.022712,0.000423,0.019604,0.292723,1
679,0.013048,0.036752,0.951211,0.472564,0.973578,0.298733,0.007432,7.2e-05,0.007568,0.152019,5
126,0.076847,0.197417,0.742862,0.285994,0.892869,0.143574,0.077366,0.005039,0.070054,0.495495,2
2100,0.044275,0.123957,0.835643,0.467067,0.812462,0.293621,0.092593,0.006583,0.080208,0.518632,3
319,0.165172,0.269348,0.689179,0.334377,0.789829,0.179189,0.135161,0.020524,0.142396,0.534271,1
730,0.01749,0.048119,0.936423,0.992366,0.877164,0.987082,0.012545,0.000854,0.028258,0.088596,5
419,0.147917,0.249868,0.705608,0.274955,0.855533,0.135935,0.068644,0.004288,0.064543,0.430087,2
39,0.020257,0.057981,0.922785,0.537401,0.899468,0.36401,0.082866,0.011664,0.107102,0.381148,1
1434,0.016672,0.047928,0.936117,0.500262,0.917259,0.32589,0.139879,0.02247,0.149042,0.486044,3
111,0.132579,0.278016,0.655271,0.517404,0.52346,0.344223,0.004019,5.6e-05,0.006519,0.129746,4
1160,0.044791,0.124307,0.835463,0.271251,0.960216,0.133324,0.110054,0.009468,0.096393,0.472218,3
1897,0.066891,0.182174,0.759806,0.261173,0.94724,0.126535,0.00219,7e-06,0.001872,0.037694,1
2122,0.010944,0.03186,0.957432,0.360308,0.981506,0.199468,0.023625,0.000458,0.020425,0.412712,5
2076,0.105564,0.246067,0.686774,0.34495,0.828292,0.187488,0.057967,0.003605,0.059098,0.402866,4
1401,0.26325,0.442229,0.488073,0.235894,0.695411,0.110161,0.035754,0.001023,0.031019,0.379576,3
1984,0.036471,0.091064,0.882105,0.329216,0.961739,0.17515,0.015455,0.000279,0.01574,0.316382,1
1273,0.056033,0.141856,0.815741,0.457555,0.853236,0.28449,0.020051,0.000612,0.023773,0.311644,1
692,0.152655,0.307929,0.621044,0.120361,0.955587,0.046409,0.041946,0.000749,0.026399,0.411634,1
1849,0.024551,0.06942,0.907771,0.442198,0.91794,0.270164,0.13045,0.021652,0.146284,0.510287,1
328,0.202142,0.385109,0.536284,0.290532,0.612697,0.14696,0.032132,0.000939,0.029677,0.32153,1
1973,0.155628,0.371943,0.523599,0.168851,0.852574,0.071092,0.009846,6.1e-05,0.006844,0.139551,1
713,0.014777,0.042632,0.943138,0.574745,0.915958,0.404282,0.115275,0.021597,0.146099,0.37719,1
2087,0.186814,0.381046,0.531022,0.207899,0.780762,0.093167,0.019955,0.000265,0.015314,0.310892,1
1624,0.094108,0.210911,0.734125,0.292356,0.868146,0.148258,0.013301,0.000163,0.011797,0.238076,3
590,0.120184,0.278769,0.645596,0.131551,0.951617,0.051953,0.024263,0.000251,0.014878,0.305816,3
2062,0.025422,0.07046,0.906766,0.497201,0.914387,0.322933,0.151796,0.030161,0.172834,0.502158,5
1933,0.022278,0.061677,0.91839,0.565099,0.938422,0.393708,0.341852,0.263202,0.51254,0.546205,1
171,0.088916,0.234593,0.692732,0.275661,0.853479,0.136523,0.02526,0.00056,0.022694,0.308155,1
2005,0.714023,0.725117,0.310735,0.189694,0.715667,0.082522,0.016137,0.000184,0.012618,0.213696,1
503,0.042873,0.098773,0.874265,0.327078,0.958438,0.173536,0.042268,0.001829,0.041811,0.382411,3
708,0.051256,0.139648,0.815861,0.234661,0.966471,0.109298,0.022937,0.00039,0.018769,0.380021,1
1585,0.021363,0.052597,0.932034,0.290607,0.985301,0.146741,0.08214,0.006494,0.079657,0.427277,1
13,0.093249,0.224295,0.712006,0.370381,0.736984,0.207898,0.011161,0.00014,0.01088,0.218906,1
2245,0.050533,0.122956,0.841554,0.268397,0.960021,0.131343,0.088564,0.006865,0.081931,0.42357,2
1529,0.041256,0.115817,0.846353,0.334678,0.936113,0.179438,0.011536,0.000169,0.01204,0.24181,4
192,0.066287,0.178696,0.764879,0.343176,0.862483,0.186011,0.057655,0.003127,0.054974,0.434784,1
1675,0.038444,0.106115,0.859637,0.348142,0.9336,0.189837,0.213213,0.047333,0.216771,0.598435,1
368,0.127053,0.275252,0.655615,0.174131,0.920632,0.073769,0.012687,9.7e-05,0.008916,0.18173,2
64,0.030453,0.086167,0.885508,0.449106,0.895985,0.276609,0.065384,0.005697,0.074547,0.353254,3
902,0.047918,0.114455,0.853331,0.439494,0.902621,0.267697,0.032132,0.001589,0.038905,0.307466,3
989,0.040534,0.109182,0.856363,0.310367,0.945537,0.161024,0.048575,0.002524,0.049283,0.321797,2
1503,0.029848,0.081543,0.892414,0.342058,0.95256,0.185087,0.040243,0.001554,0.038453,0.389323,3
1022,0.036787,0.103967,0.861889,0.35338,0.936108,0.194036,0.086743,0.006311,0.078511,0.458106,1
43,0.018502,0.053092,0.92926,0.46748,0.990052,0.293823,0.084861,0.00555,0.073568,0.461425,5
975,0.028785,0.081068,0.892383,0.380664,0.953073,0.216194,0.117761,0.012676,0.111694,0.492475,1
2105,0.014558,0.042017,0.943954,0.663842,0.940371,0.508217,0.144674,0.031397,0.17636,0.462456,6
1781,0.020783,0.059165,0.921291,0.744254,0.717143,0.61155,0.075933,0.014091,0.117818,0.336117,3
1079,0.039872,0.111853,0.851632,0.605803,0.71667,0.439403,0.168129,0.036798,0.191012,0.576056,5
2247,0.089545,0.190222,0.763055,0.523793,0.649656,0.350009,0.035779,0.002206,0.046011,0.327726,4
491,0.03606,0.100496,0.866862,0.410202,0.933393,0.241462,0.117811,0.018108,0.133692,0.502456,1
443,0.443695,0.690285,0.221724,0.037551,0.847559,0.012377,0.0043,7e-06,0.00175,0.037278,3
1354,0.030902,0.084843,0.887935,0.350077,0.947015,0.191372,0.329459,0.113194,0.335772,0.686462,3
1802,0.181029,0.300018,0.652776,0.406396,0.696388,0.238237,0.017435,0.000456,0.02039,0.275169,1
1644,0.063983,0.167102,0.78161,0.227425,0.959661,0.104936,0.023869,0.000406,0.019189,0.324721,3
1098,0.232089,0.378614,0.563542,0.122249,0.950658,0.047281,0.010568,5.2e-05,0.006259,0.128904,1
1845,0.027311,0.076239,0.898968,0.222667,0.991144,0.10183,0.27437,0.05237,0.228065,0.651785,4
286,0.161699,0.347414,0.566787,0.214588,0.803066,0.097136,0.015327,0.000169,0.012028,0.243908,2
1922,0.026642,0.075891,0.899028,0.413568,0.933228,0.24438,0.340029,0.132263,0.363036,0.610885,2
401,0.034314,0.096441,0.872027,0.358754,0.975884,0.198273,0.253416,0.053554,0.230639,0.702369,1
1284,0.107883,0.23111,0.71136,0.263522,0.93161,0.128111,0.022937,0.000443,0.020085,0.327574,3
351,0.082745,0.203008,0.738339,0.336407,0.853481,0.180838,0.023091,0.000601,0.023552,0.347203,3
69,0.033897,0.096099,0.872261,0.210488,0.987265,0.094446,0.07903,0.003745,0.060254,0.561606,5
151,0.205952,0.302693,0.664178,0.401765,0.58892,0.234203,0.016519,0.000359,0.017992,0.23195,1
248,0.030931,0.087454,0.883814,0.473039,0.889926,0.299199,0.12943,0.017808,0.132572,0.487872,1
102,0.25789,0.49025,0.407788,0.14426,0.759541,0.058302,0.011137,7.4e-05,0.007651,0.15611,3
1522,0.045863,0.128786,0.829138,0.35442,0.912987,0.19486,0.036488,0.001347,0.035737,0.385817,1
465,0.428273,0.631651,0.301659,0.118382,0.700229,0.045713,0.028481,0.000354,0.017847,0.337381,3
1686,0.088849,0.243141,0.679106,0.284248,0.847581,0.142382,0.022937,0.000484,0.021031,0.33325,3
2176,0.056443,0.14506,0.810973,0.193506,0.977082,0.084563,0.018498,0.000241,0.014567,0.295386,2
71,0.057358,0.159694,0.788495,0.439689,0.773871,0.267953,0.030747,0.000983,0.03038,0.38868,1
2037,0.213719,0.347108,0.60086,0.265119,0.731068,0.129306,0.164979,0.020541,0.142457,0.601776,3
1942,0.048312,0.134001,0.822653,0.438178,0.846103,0.266563,0.048168,0.002313,0.04714,0.350063,1
1150,0.0807,0.194591,0.750206,0.389408,0.815819,0.223667,0.022249,0.000676,0.02504,0.262019,1
345,0.06728,0.159414,0.79595,0.324748,0.899521,0.171831,0.084486,0.006978,0.082608,0.475081,3
2007,0.057193,0.156659,0.793203,0.482299,0.790597,0.308242,0.027739,0.001209,0.033806,0.302533,2
2096,0.040028,0.109102,0.856117,0.266085,0.97092,0.12986,0.014945,0.000204,0.01331,0.268609,1
569,0.024407,0.069635,0.907322,0.709604,0.788117,0.565941,0.188406,0.049886,0.222567,0.544598,2
589,0.061196,0.161833,0.78794,0.343427,0.896143,0.186219,0.034472,0.001315,0.035305,0.329009,3
2051,0.023431,0.064138,0.915342,0.536804,0.88829,0.363391,0.17463,0.057298,0.2386,0.476458,3
1043,0.039048,0.109785,0.854299,0.338723,0.948419,0.182464,0.091089,0.00852,0.091387,0.4796,3
753,0.142245,0.270989,0.673534,0.336128,0.774406,0.180583,0.063544,0.004173,0.063656,0.390413,1
1768,0.055063,0.15355,0.796568,0.17072,0.983183,0.071856,0.200488,0.021611,0.146146,0.686964,3
493,0.04817,0.136136,0.819156,0.304536,0.941148,0.156799,0.032132,0.000992,0.030529,0.350817,3
1140,0.032873,0.092648,0.876992,0.570341,0.809571,0.39947,0.01663,0.000673,0.024973,0.254967,3
946,0.007274,0.02151,0.971175,0.525165,0.963572,0.351227,0.452225,0.247766,0.497254,0.669039,5
361,0.032507,0.092407,0.877103,0.47483,0.900671,0.300903,0.02266,0.000809,0.027474,0.30715,1
2124,0.060819,0.162617,0.786375,0.495194,0.709907,0.321031,0.020196,0.000528,0.022,0.245779,3
239,0.029675,0.083415,0.889305,0.475666,0.88732,0.301716,0.088982,0.01433,0.118819,0.38792,1
1122,0.021557,0.061608,0.917979,0.453577,0.941232,0.280723,0.156836,0.024548,0.155826,0.552945,1
1682,0.024842,0.070904,0.905626,0.38552,0.959272,0.220263,0.331818,0.087167,0.294527,0.688619,4
333,0.017169,0.048911,0.934923,0.463085,0.954147,0.289678,0.049352,0.003015,0.053956,0.435759,1
842,0.062024,0.17026,0.775149,0.434901,0.773744,0.263851,0.018992,0.000585,0.023225,0.2806,3
1292,0.118639,0.263507,0.667746,0.311951,0.789964,0.162241,0.014604,0.000208,0.013457,0.271265,1
1826,0.061764,0.161415,0.789001,0.364788,0.887219,0.203244,0.014911,0.000171,0.012105,0.24511,3
1642,0.035328,0.10027,0.866688,0.3613,0.9532,0.200311,0.076063,0.004349,0.065007,0.440153,1
740,0.022431,0.058593,0.923418,0.430962,0.965021,0.259921,0.062302,0.003196,0.055589,0.480409,6
1913,0.080737,0.197329,0.745605,0.428858,0.725007,0.258182,0.017379,0.000377,0.018454,0.280894,5
2058,0.045842,0.128663,0.829314,0.265428,0.95668,0.129386,0.048913,0.001458,0.037215,0.490516,3
2151,0.025257,0.069634,0.907957,0.403027,0.947532,0.235219,0.090916,0.007127,0.0835,0.440377,4
1921,0.337778,0.463527,0.503763,0.335146,0.484208,0.179763,0.011747,0.000197,0.013062,0.171002,1
747,0.151312,0.284592,0.65785,0.149208,0.931507,0.060556,0.032222,0.000476,0.020851,0.427167,1
1819,0.12127,0.288821,0.630224,0.179861,0.928799,0.077012,0.018605,0.000202,0.013234,0.269632,3
1489,0.089659,0.210123,0.732098,0.226952,0.945012,0.104539,0.019362,0.000309,0.016617,0.335815,1
1077,0.346262,0.464363,0.498653,0.233815,0.783411,0.108845,0.024818,0.000507,0.021548,0.259496,1
1443,0.264155,0.430946,0.505798,0.166186,0.860054,0.069485,0.014067,0.000127,0.010301,0.209538,1
751,0.042332,0.119418,0.841421,0.500091,0.789448,0.325901,0.013557,0.00034,0.017481,0.266569,3
774,0.019215,0.054889,0.92693,0.695515,0.833798,0.547879,0.185549,0.064195,0.252612,0.458529,1
1499,0.084657,0.179311,0.776713,0.318403,0.911087,0.167041,0.100637,0.010801,0.103022,0.47306,1
729,0.058976,0.162646,0.785001,0.324079,0.906598,0.17131,0.003081,2.3e-05,0.003863,0.077101,1
819,0.126765,0.285814,0.638942,0.28327,0.806497,0.141746,0.010813,0.000123,0.010146,0.204351,1
396,0.080059,0.211693,0.722606,0.203966,0.940983,0.090697,0.055665,0.002065,0.044481,0.405523,4
1995,0.082755,0.210396,0.726511,0.290831,0.886766,0.146987,0.056775,0.00281,0.052059,0.401847,3
1339,0.100396,0.249345,0.677488,0.287453,0.838957,0.144583,0.075514,0.004834,0.068593,0.53009,1
2222,0.034959,0.09723,0.871252,0.44617,0.959069,0.273897,0.018675,0.000587,0.023261,0.281524,2
2263,0.021508,0.060928,0.919025,0.557591,0.926058,0.38559,0.06777,0.005437,0.072805,0.522808,5
254,0.007214,0.021382,0.971334,0.656133,0.946022,0.498814,0.052785,0.004269,0.064397,0.360319,5
2267,0.268363,0.412249,0.535527,0.309522,0.714448,0.16059,0.035709,0.001393,0.03636,0.313987,5
1638,0.224937,0.43145,0.478425,0.259863,0.551923,0.12589,0.013881,0.000153,0.011414,0.230993,3
720,0.078068,0.205327,0.731248,0.270512,0.919329,0.132893,0.007552,5.6e-05,0.006521,0.131655,1
