age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,diagnostic
52,1,1,0,0,0,0,0,0,3
26,9,0,1,0,0,0,1,0,5
58,3,0,2,0,2,0,1,1,1
62,12,1,1,0,0,1,1,1,1
54,8,0,1,0,0,0,1,1,1
63,10,0,1,0,0,0,1,1,3
43,12,0,0,0,0,1,1,0,3
61,3,1,2,0,2,0,1,1,1
55,7,1,0,0,0,0,0,0,3
65,7,1,2,0,2,1,1,1,1
56,3,1,0,0,0,0,0,1,3
62,3,1,1,0,1,1,1,1,1
79,12,1,1,0,1,1,1,1,1
55,7,0,0,0,0,0,0,1,6
43,8,1,1,0,1,0,0,0,5
62,10,1,0,0,0,0,0,0,3
67,13,0,1,0,1,0,0,1,6
75,6,0,1,1,0,0,0,1,1
78,7,1,1,1,1,1,1,1,1
32,8,1,0,0,0,1,1,1,1
53,13,0,0,0,0,0,1,0,5
58,3,0,1,0,0,0,1,1,1
55,10,1,2,0,2,0,1,1,2
73,11,1,0,0,0,0,1,0,3
41,11,1,0,0,0,0,0,0,3
32,8,0,1,0,0,0,1,0,5
74,13,1,0,0,0,0,1,1,3
78,10,1,0,1,0,0,1,1,3
50,1,1,2,0,2,0,1,1,2
73,1,1,1,0,0,0,0,1,1
6,10,0,0,0,0,0,0,0,5
76,7,0,0,0,0,0,0,0,3
73,7,1,0,0,0,0,0,0,3
54,8,0,1,0,0,0,1,1,1
75,1,0,1,0,0,0,1,1,1
51,8,1,0,0,0,0,0,0,3
77,11,1,1,0,0,1,1,1,3
86,1,1,2,0,2,1,1,1,1
83,1,1,1,1,0,1,0,1,1
70,11,0,1,0,0,0,1,0,4
40,7,0,1,0,0,0,0,1,1
54,13,1,2,0,2,0,1,1,1
65,1,0,1,0,0,0,1,0,4
62,1,1,0,0,0,0,1,1,1
66,12,1,0,1,0,0,0,0,3
83,10,1,0,0,0,0,0,0,3
65,11,1,0,0,0,0,0,0,3
84,4,1,1,1,0,1,1,1,1
68,8,1,0,1,0,1,1,1,1
77,7,0,0,0,0,0,0,0,4
75,7,1,2,0,2,0,1,1,2
94,1,1,0,1,0,1,1,1,1
72,11,1,1,0,0,0,1,0,4
51,3,1,1,0,0,0,0,0,3
55,1,0,2,0,2,0,1,1,5
83,1,1,1,1,0,1,0,1,1
48,4,1,0,0,0,0,0,1,3
17,13,0,0,0,0,0,0,0,5
71,7,0,1,0,0,0,1,1,3
83,1,1,0,0,0,0,0,0,4
71,13,1,0,1,0,0,1,1,3
58,12,1,1,0,0,1,1,1,1
45,6,1,0,0,0,0,1,0,3
77,14,1,2,0,2,1,1,1,2
70,3,0,2,0,2,0,1,1,1
67,11,0,0,0,0,0,0,0,4
90,11,1,1,0,0,0,1,1,1
80,1,1,2,0,2,0,1,1,1
57,7,0,1,0,0,0,1,0,4
46,1,1,0,0,0,0,0,0,3
75,11,1,0,0,0,0,0,0,3
46,12,1,0,0,0,0,0,0,3
66,13,0,0,0,0,0,1,1,3
35,1,1,1,0,0,0,1,0,5
58,10,0,0,0,0,0,0,0,3
78,14,1,1,1,1,0,1,1,3
77,13,0,0,0,0,0,1,0,4
70,8,0,1,0,1,0,1,1,6
83,13,1,0,0,0,0,0,1,3
71,12,1,0,0,0,0,0,1,3
79,1,1,0,0,0,0,1,1,1
52,1,1,0,0,0,0,0,0,3
41,1,0,1,0,0,0,1,0,5
58,12,1,1,0,0,0,0,0,3
80,4,1,2,0,2,0,1,1,2
71,11,1,1,1,0,1,0,1,1
71,12,1,2,1,2,0,1,1,2
53,10,1,0,0,0,0,0,0,3
57,9,0,1,0,1,0,0,1,6
63,8,0,0,2,0,0,1,1,3
79,3,1,1,0,0,0,0,1,1
75,8,1,1,0,0,1,1,1,1
62,11,1,0,0,0,0,1,0,3
68,3,0,2,0,2,0,1,1,1
51,7,0,2,0,2,0,1,1,1
53,6,0,2,0,2,0,1,1,1
78,11,1,2,0,2,1,1,1,1
75,8,1,1,0,1,1,1,0,4
70,1,0,1,0,1,0,0,1,6
89,7,0,1,0,0,0,1,0,4
89,7,1,0,1,0,1,1,1,1
71,10,1,1,1,0,1,1,1,1
85,10,1,1,1,0,1,1,1,1
58,10,0,0,0,0,0,0,1,1
64,11,1,1,0,1,0,0,1,3
47,13,0,0,0,0,0,0,0,4
57,8,1,1,0,0,1,0,1,2
50,11,1,0,0,0,0,0,0,3
42,10,1,0,0,0,0,1,1,1
73,5,1,0,1,0,1,1,1,1
73,8,1,1,0,0,0,1,0,4
14,1,0,0,0,0,0,0,1,5
66,11,0,1,0,0,0,0,0,5
73,11,1,0,0,0,0,1,0,3
70,3,1,0,0,0,0,1,0,3
58,12,1,1,0,0,0,1,1,1
64,6,1,0,0,0,0,0,1,3
66,11,0,0,0,0,0,0,0,4
48,1,1,1,0,0,1,1,1,1
77,11,1,1,0,0,1,1,1,3
51,10,1,0,0,0,0,0,0,3
88,1,1,0,0,0,0,0,0,3
76,11,1,2,0,2,1,1,1,2
39,1,0,0,0,0,0,0,0,3
57,7,0,0,0,0,1,1,1,1
77,1,0,0,0,0,0,1,0,4
77,3,1,1,0,0,0,1,1,1
73,11,1,0,1,0,1,1,1,1
73,1,1,0,0,0,0,1,1,1
90,11,1,1,1,0,1,1,1,2
53,1,1,1,0,0,1,1,1,2
73,10,1,1,0,1,1,1,1,1
54,7,1,2,1,2,1,1,1,1
60,11,1,2,1,2,1,1,1,1
72,11,1,0,0,0,0,0,0,3
56,1,1,1,0,0,0,1,1,1
45,6,1,1,0,1,0,1,1,1
80,1,1,0,0,0,0,0,1,3
61,8,0,0,0,0,0,1,0,5
88,1,1,0,1,0,1,1,1,1
86,12,1,0,0,0,0,0,0,3
75,11,1,0,0,0,1,0,0,3
80,1,0,1,0,0,0,1,1,1
47,7,1,1,0,0,1,1,1,1
78,11,1,1,0,0,0,1,0,3
57,1,1,2,0,2,0,0,1,1
83,12,1,2,0,2,0,1,1,2
73,13,1,0,0,0,0,0,0,3
32,13,1,1,0,1,0,0,1,5
70,10,0,1,1,1,0,1,1,3
51,7,1,0,1,0,1,1,1,1
58,12,1,1,0,0,1,1,1,1
53,8,1,1,1,0,1,1,1,1
91,1,1,1,0,1,1,1,1,2
64,7,1,1,1,1,0,1,1,1
80,7,1,2,0,2,0,1,1,4
73,1,1,1,1,0,1,0,1,1
32,8,1,0,0,0,1,1,1,1
69,1,0,0,0,0,0,0,0,4
38,4,1,1,0,0,1,1,1,1
51,11,1,1,0,0,1,1,1,3
68,6,0,0,0,0,0,1,0,4
58,11,1,0,0,0,0,0,0,3
73,7,0,2,0,1,0,0,1,6
39,1,0,0,0,0,0,0,0,3
40,10,1,0,0,0,1,0,0,3
41,11,0,0,0,0,0,0,0,3
74,3,1,0,0,0,1,1,1,1
85,3,1,1,0,0,1,0,1,2
57,8,1,1,0,0,0,1,0,4
49,3,1,1,1,0,1,1,1,1
23,1,0,1,0,0,0,1,0,5
51,13,1,0,0,0,0,0,1,3
78,11,1,1,1,0,1,1,1,1
60,7,1,0,0,0,0,1,1,1
27,13,0,1,0,0,0,1,0,5
58,5,0,1,0,0,0,1,1,1
48,8,1,0,0,0,0,0,1,3
70,11,1,0,0,0,0,0,0,3
81,11,1,0,1,0,1,1,1,1
47,1,1,1,1,1,0,1,1,3
51,8,0,1,0,0,0,1,0,5
50,3,0,0,0,0,0,0,0,3
61,11,1,1,1,0,1,0,1,1
84,3,1,2,0,2,0,1,1,1
68,11,1,1,0,0,0,1,1,2
66,10,1,0,0,0,0,0,0,3
65,1,1,0,0,0,0,1,0,4
71,5,0,2,0,2,0,1,1,1
55,11,1,1,0,0,1,1,1,3
60,3,0,2,0,2,0,1,1,1
56,1,0,0,0,0,0,1,0,5
60,1,0,0,0,0,0,0,1,3
70,7,0,1,0,0,0,1,1,2
20,8,0,0,0,0,0,1,1,3
75,11,0,1,0,0,0,0,1,6
81,11,1,0,0,0,0,0,0,3
66,4,1,0,1,0,1,1,1,3
35,1,1,0,1,0,0,0,0,3
41,1,1,2,1,2,1,1,1,1
43,1,1,2,0,2,1,1,1,2
73,12,1,0,0,0,0,0,0,3
55,7,1,1,0,1,0,0,1,1
74,11,0,0,0,0,0,0,0,4
58,1,1,0,0,0,0,1,1,1
41,13,0,1,0,0,0,1,0,4
